split,seed,task_id,target_mode,target_support_frequency,demo_mode_counts,obstacles,description
off_support_corridor,2,4,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,2,5,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,2,6,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,2,7,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,2,8,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,2,9,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,2,10,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,2,11,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,0,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,1,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,2,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,3,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,4,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,5,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,6,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,7,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,8,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,9,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,10,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,3,11,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,0,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,1,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,2,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,3,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,4,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,5,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,6,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,7,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,8,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,9,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,10,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,4,11,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,0,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,1,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,2,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,3,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,4,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,5,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,6,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,7,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,8,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,9,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,10,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,5,11,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,0,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,1,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,2,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,3,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,4,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,5,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,6,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,7,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,8,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,9,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,10,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,6,11,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,0,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,1,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,2,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,3,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,4,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,5,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,6,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,7,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,8,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,9,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,10,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
off_support_corridor,7,11,upper,0.0000,lower:48,2,safe upper mode absent from prior and lower mode blocked
deceptive_energy_basin,0,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,0,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,1,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,2,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,3,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,4,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,5,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,6,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,0,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,1,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,2,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,3,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,4,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,5,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,6,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,7,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,8,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,9,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,10,upper,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
deceptive_energy_basin,7,11,lower,0.4000,lower:16;straight:8;upper:16,1,weak obstacle energy encourages unsafe shortcut
