split,method,seed,tasks,success,collision,dynamic_violation,mean_energy,support_distance,risk_proxy,mode_escape
aggregate_hard_regime,energy_rerank_unguided,1,36,0.38889,0.61111,0.00000,4.26188,0.00496,0.61111,0.05556
aggregate_hard_regime,energy_rerank_unguided,2,36,0.38889,0.61111,0.00000,4.07476,0.00500,0.61111,0.05556
aggregate_hard_regime,energy_rerank_unguided,3,36,0.47222,0.52778,0.00000,3.70848,0.00485,0.52778,0.13889
aggregate_hard_regime,energy_rerank_unguided,4,36,0.44444,0.55556,0.00000,3.87999,0.00509,0.55556,0.11111
aggregate_hard_regime,energy_rerank_unguided,5,36,0.33333,0.66667,0.00000,4.47061,0.00491,0.66667,0.00000
aggregate_hard_regime,energy_rerank_unguided,6,36,0.41667,0.58333,0.00000,3.85057,0.00498,0.58333,0.08333
aggregate_hard_regime,energy_rerank_unguided,7,36,0.38889,0.61111,0.00000,4.24690,0.00499,0.61111,0.05556
aggregate_hard_regime,energy_guided_diffusion,0,36,0.44444,0.52778,0.55556,1.26663,0.03222,0.55556,0.13889
aggregate_hard_regime,energy_guided_diffusion,1,36,0.36111,0.63889,0.63889,1.25549,0.03700,0.63889,0.02778
aggregate_hard_regime,energy_guided_diffusion,2,36,0.47222,0.52778,0.52778,1.21134,0.03169,0.52787,0.13889
aggregate_hard_regime,energy_guided_diffusion,3,36,0.38889,0.61111,0.61111,1.33373,0.03563,0.61111,0.05556
aggregate_hard_regime,energy_guided_diffusion,4,36,0.38889,0.61111,0.61111,1.40432,0.03603,0.61111,0.05556
aggregate_hard_regime,energy_guided_diffusion,5,36,0.38889,0.61111,0.61111,1.30135,0.03492,0.61147,0.05556
aggregate_hard_regime,energy_guided_diffusion,6,36,0.38889,0.61111,0.61111,1.41490,0.03469,0.61111,0.05556
aggregate_hard_regime,energy_guided_diffusion,7,36,0.41667,0.58333,0.58333,1.41140,0.03466,0.58387,0.08333
aggregate_hard_regime,strong_guided_diffusion,0,36,0.41667,0.00000,0.58333,0.70372,0.04864,0.58670,0.02778
aggregate_hard_regime,strong_guided_diffusion,1,36,0.52778,0.00000,0.47222,0.65043,0.04123,0.47479,0.13889
aggregate_hard_regime,strong_guided_diffusion,2,36,0.41667,0.00000,0.58333,0.69766,0.04747,0.58477,0.05556
aggregate_hard_regime,strong_guided_diffusion,3,36,0.47222,0.02778,0.52778,0.70028,0.04663,0.52888,0.11111
aggregate_hard_regime,strong_guided_diffusion,4,36,0.41667,0.08333,0.58333,0.72673,0.04932,0.58333,0.08333
aggregate_hard_regime,strong_guided_diffusion,5,36,0.52778,0.05555,0.47222,0.65904,0.04373,0.47442,0.13889
aggregate_hard_regime,strong_guided_diffusion,6,36,0.38889,0.00000,0.61111,0.71580,0.04939,0.61221,0.02778
aggregate_hard_regime,strong_guided_diffusion,7,36,0.36111,0.00000,0.63889,0.72772,0.05133,0.63889,0.02778
aggregate_hard_regime,support_projected_guidance,0,36,0.41667,0.00000,0.58333,0.67798,0.04414,0.58333,0.08333
aggregate_hard_regime,support_projected_guidance,1,36,0.47222,0.00000,0.52778,0.67377,0.04300,0.52888,0.11111
aggregate_hard_regime,support_projected_guidance,2,36,0.52778,0.02778,0.47222,0.65900,0.04037,0.47332,0.16667
aggregate_hard_regime,support_projected_guidance,3,36,0.38889,0.00000,0.61111,0.71345,0.04920,0.61111,0.05556
aggregate_hard_regime,support_projected_guidance,4,36,0.44444,0.05556,0.55556,0.71964,0.04771,0.55556,0.11111
aggregate_hard_regime,support_projected_guidance,5,36,0.44444,0.02778,0.55556,0.66878,0.04366,0.55556,0.11111
aggregate_hard_regime,support_projected_guidance,6,36,0.50000,0.00000,0.50000,0.68561,0.04137,0.50116,0.13889
aggregate_hard_regime,support_projected_guidance,7,36,0.44444,0.00000,0.55556,0.72174,0.05322,0.55928,0.02778
aggregate_hard_regime,mode_diverse_diffusion,0,36,1.00000,0.00000,0.00000,0.44230,0.20902,0.00108,0.66667
aggregate_hard_regime,mode_diverse_diffusion,1,36,1.00000,0.00000,0.00000,0.44212,0.20852,0.00108,0.66667
aggregate_hard_regime,mode_diverse_diffusion,2,36,1.00000,0.00000,0.00000,0.44181,0.20907,0.00109,0.66667
aggregate_hard_regime,mode_diverse_diffusion,3,36,1.00000,0.00000,0.00000,0.44144,0.20922,0.00109,0.66667
aggregate_hard_regime,mode_diverse_diffusion,4,36,1.00000,0.00000,0.00000,0.44094,0.20961,0.00110,0.66667
aggregate_hard_regime,mode_diverse_diffusion,5,36,1.00000,0.00000,0.00000,0.44170,0.20917,0.00109,0.66667
aggregate_hard_regime,mode_diverse_diffusion,6,36,1.00000,0.00000,0.00000,0.44102,0.20947,0.00109,0.66667
aggregate_hard_regime,mode_diverse_diffusion,7,36,1.00000,0.00000,0.00000,0.44129,0.20923,0.00109,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,0,36,1.00000,0.00000,0.00000,0.43473,0.20775,0.00101,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,1,36,1.00000,0.00000,0.00000,0.43480,0.20740,0.00099,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,2,36,1.00000,0.00000,0.00000,0.43439,0.20851,0.00101,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,3,36,1.00000,0.00000,0.00000,0.43396,0.20767,0.00101,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,4,36,1.00000,0.00000,0.00000,0.43321,0.20886,0.00102,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,5,36,1.00000,0.00000,0.00000,0.43447,0.20793,0.00101,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,6,36,1.00000,0.00000,0.00000,0.43351,0.20816,0.00101,0.66667
aggregate_hard_regime,diffusion_cem_hybrid,7,36,1.00000,0.00000,0.00000,0.43326,0.20843,0.00101,0.66667
aggregate_hard_regime,chomp_like_optimizer,0,36,1.00000,0.00000,0.00000,0.43297,0.20807,0.00096,0.66667
aggregate_hard_regime,chomp_like_optimizer,1,36,1.00000,0.00000,0.00000,0.43322,0.20798,0.00095,0.66667
aggregate_hard_regime,chomp_like_optimizer,2,36,1.00000,0.00000,0.00000,0.43274,0.20828,0.00096,0.66667
aggregate_hard_regime,chomp_like_optimizer,3,36,1.00000,0.00000,0.00000,0.43217,0.20832,0.00096,0.66667
aggregate_hard_regime,chomp_like_optimizer,4,36,1.00000,0.00000,0.00000,0.43171,0.20863,0.00097,0.66667
aggregate_hard_regime,chomp_like_optimizer,5,36,1.00000,0.00000,0.00000,0.43283,0.20839,0.00097,0.66667
aggregate_hard_regime,chomp_like_optimizer,6,36,1.00000,0.00000,0.00000,0.43191,0.20841,0.00096,0.66667
aggregate_hard_regime,chomp_like_optimizer,7,36,1.00000,0.00000,0.00000,0.43184,0.20825,0.00096,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,0,36,1.00000,0.00000,0.00000,0.45034,0.20790,0.00109,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,1,36,1.00000,0.00000,0.00000,0.45030,0.20730,0.00107,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,2,36,1.00000,0.00000,0.00000,0.44991,0.20990,0.00114,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,3,36,1.00000,0.00000,0.00000,0.44925,0.20776,0.00110,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,4,36,1.00000,0.00000,0.00000,0.44765,0.20850,0.00110,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,5,36,1.00000,0.00000,0.00000,0.44934,0.20798,0.00107,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,6,36,1.00000,0.00000,0.00000,0.44836,0.20800,0.00108,0.66667
aggregate_hard_regime,cem_trajectory_optimizer,7,36,1.00000,0.00000,0.00000,0.44777,0.20796,0.00109,0.66667
aggregate_hard_regime,graph_search_planner,0,36,1.00000,0.00000,0.00000,0.43809,0.20854,0.00109,0.66667
aggregate_hard_regime,graph_search_planner,1,36,1.00000,0.00000,0.00000,0.43834,0.20771,0.00107,0.66667
aggregate_hard_regime,graph_search_planner,2,36,1.00000,0.00000,0.00000,0.43790,0.20853,0.00109,0.66667
aggregate_hard_regime,graph_search_planner,3,36,1.00000,0.00000,0.00000,0.43719,0.20823,0.00108,0.66667
aggregate_hard_regime,graph_search_planner,4,36,1.00000,0.00000,0.00000,0.43687,0.20876,0.00109,0.66667
aggregate_hard_regime,graph_search_planner,5,36,1.00000,0.00000,0.00000,0.43789,0.20853,0.00109,0.66667
aggregate_hard_regime,graph_search_planner,6,36,1.00000,0.00000,0.00000,0.43698,0.20835,0.00109,0.66667
aggregate_hard_regime,graph_search_planner,7,36,1.00000,0.00000,0.00000,0.43693,0.20839,0.00108,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,0,36,1.00000,0.00000,0.00000,0.43608,0.20794,0.00105,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,1,36,1.00000,0.00000,0.00000,0.43636,0.20745,0.00104,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,2,36,1.00000,0.00000,0.00000,0.43599,0.20777,0.00104,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,3,36,1.00000,0.00000,0.00000,0.43519,0.20810,0.00104,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,4,36,1.00000,0.00000,0.00000,0.43471,0.20866,0.00106,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,5,36,1.00000,0.00000,0.00000,0.43558,0.20878,0.00105,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,6,36,1.00000,0.00000,0.00000,0.43492,0.20814,0.00105,0.66667
aggregate_hard_regime,support_aware_energy_bridge_v5,7,36,1.00000,0.00000,0.00000,0.43492,0.20801,0.00105,0.66667
aggregate_hard_regime,grid_oracle,0,36,1.00000,0.00000,0.00000,0.43804,0.20847,0.00109,0.66667
aggregate_hard_regime,grid_oracle,1,36,1.00000,0.00000,0.00000,0.43838,0.20793,0.00108,0.66667
aggregate_hard_regime,grid_oracle,2,36,1.00000,0.00000,0.00000,0.43798,0.20853,0.00109,0.66667
aggregate_hard_regime,grid_oracle,3,36,1.00000,0.00000,0.00000,0.43725,0.20825,0.00108,0.66667
aggregate_hard_regime,grid_oracle,4,36,1.00000,0.00000,0.00000,0.43687,0.20887,0.00110,0.66667
aggregate_hard_regime,grid_oracle,5,36,1.00000,0.00000,0.00000,0.43780,0.20843,0.00109,0.66667
aggregate_hard_regime,grid_oracle,6,36,1.00000,0.00000,0.00000,0.43709,0.20842,0.00109,0.66667
aggregate_hard_regime,grid_oracle,7,36,1.00000,0.00000,0.00000,0.43697,0.20836,0.00109,0.66667
