split,method,metric,mean,ci95,seeds,tasks_per_seed
deceptive_energy_basin,strong_guided_diffusion,collision,0.00000,0.00000,8,12
deceptive_energy_basin,strong_guided_diffusion,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,strong_guided_diffusion,mean_energy,0.43570,0.00060,8,12
deceptive_energy_basin,strong_guided_diffusion,support_distance,0.00648,0.00095,8,12
deceptive_energy_basin,strong_guided_diffusion,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,strong_guided_diffusion,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,support_projected_guidance,success,1.00000,0.00000,8,12
deceptive_energy_basin,support_projected_guidance,collision,0.00000,0.00000,8,12
deceptive_energy_basin,support_projected_guidance,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,support_projected_guidance,mean_energy,0.43449,0.00039,8,12
deceptive_energy_basin,support_projected_guidance,support_distance,0.00578,0.00075,8,12
deceptive_energy_basin,support_projected_guidance,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,support_projected_guidance,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,mode_diverse_diffusion,success,1.00000,0.00000,8,12
deceptive_energy_basin,mode_diverse_diffusion,collision,0.00000,0.00000,8,12
deceptive_energy_basin,mode_diverse_diffusion,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,mode_diverse_diffusion,mean_energy,0.43658,0.00025,8,12
deceptive_energy_basin,mode_diverse_diffusion,support_distance,0.00563,0.00059,8,12
deceptive_energy_basin,mode_diverse_diffusion,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,mode_diverse_diffusion,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,diffusion_cem_hybrid,success,1.00000,0.00000,8,12
deceptive_energy_basin,diffusion_cem_hybrid,collision,0.00000,0.00000,8,12
deceptive_energy_basin,diffusion_cem_hybrid,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,diffusion_cem_hybrid,mean_energy,0.43097,0.00022,8,12
deceptive_energy_basin,diffusion_cem_hybrid,support_distance,0.00853,0.00063,8,12
deceptive_energy_basin,diffusion_cem_hybrid,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,diffusion_cem_hybrid,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,chomp_like_optimizer,success,1.00000,0.00000,8,12
deceptive_energy_basin,chomp_like_optimizer,collision,0.00000,0.00000,8,12
deceptive_energy_basin,chomp_like_optimizer,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,chomp_like_optimizer,mean_energy,0.42993,0.00016,8,12
deceptive_energy_basin,chomp_like_optimizer,support_distance,0.00996,0.00015,8,12
deceptive_energy_basin,chomp_like_optimizer,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,chomp_like_optimizer,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,cem_trajectory_optimizer,success,1.00000,0.00000,8,12
deceptive_energy_basin,cem_trajectory_optimizer,collision,0.00000,0.00000,8,12
deceptive_energy_basin,cem_trajectory_optimizer,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,cem_trajectory_optimizer,mean_energy,0.44143,0.00053,8,12
deceptive_energy_basin,cem_trajectory_optimizer,support_distance,0.00047,0.00040,8,12
deceptive_energy_basin,cem_trajectory_optimizer,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,cem_trajectory_optimizer,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,graph_search_planner,success,1.00000,0.00000,8,12
deceptive_energy_basin,graph_search_planner,collision,0.00000,0.00000,8,12
deceptive_energy_basin,graph_search_planner,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,graph_search_planner,mean_energy,0.43491,0.00020,8,12
deceptive_energy_basin,graph_search_planner,support_distance,0.00532,0.00008,8,12
deceptive_energy_basin,graph_search_planner,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,graph_search_planner,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,support_aware_energy_bridge_v5,success,1.00000,0.00000,8,12
deceptive_energy_basin,support_aware_energy_bridge_v5,collision,0.00000,0.00000,8,12
deceptive_energy_basin,support_aware_energy_bridge_v5,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,support_aware_energy_bridge_v5,mean_energy,0.43222,0.00030,8,12
deceptive_energy_basin,support_aware_energy_bridge_v5,support_distance,0.00694,0.00057,8,12
deceptive_energy_basin,support_aware_energy_bridge_v5,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,support_aware_energy_bridge_v5,mode_escape,0.00000,0.00000,8,12
deceptive_energy_basin,grid_oracle,success,1.00000,0.00000,8,12
deceptive_energy_basin,grid_oracle,collision,0.00000,0.00000,8,12
deceptive_energy_basin,grid_oracle,dynamic_violation,0.00000,0.00000,8,12
deceptive_energy_basin,grid_oracle,mean_energy,0.43495,0.00022,8,12
deceptive_energy_basin,grid_oracle,support_distance,0.00532,0.00011,8,12
deceptive_energy_basin,grid_oracle,risk_proxy,0.00000,0.00000,8,12
deceptive_energy_basin,grid_oracle,mode_escape,0.00000,0.00000,8,12
off_support_corridor,behavior_clone_nearest,success,0.00000,0.00000,8,12
off_support_corridor,behavior_clone_nearest,collision,1.00000,0.00000,8,12
off_support_corridor,behavior_clone_nearest,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,behavior_clone_nearest,mean_energy,6.41373,0.18323,8,12
off_support_corridor,behavior_clone_nearest,support_distance,0.00000,0.00000,8,12
off_support_corridor,behavior_clone_nearest,risk_proxy,1.00000,0.00000,8,12
off_support_corridor,behavior_clone_nearest,mode_escape,0.00000,0.00000,8,12
off_support_corridor,unguided_diffusion_prior,success,0.00000,0.00000,8,12
off_support_corridor,unguided_diffusion_prior,collision,1.00000,0.00000,8,12
off_support_corridor,unguided_diffusion_prior,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,unguided_diffusion_prior,mean_energy,6.85476,0.20034,8,12
off_support_corridor,unguided_diffusion_prior,support_distance,0.00467,0.00006,8,12
off_support_corridor,unguided_diffusion_prior,risk_proxy,1.00000,0.00000,8,12
off_support_corridor,unguided_diffusion_prior,mode_escape,0.00000,0.00000,8,12
off_support_corridor,energy_rerank_unguided,success,0.00000,0.00000,8,12
off_support_corridor,energy_rerank_unguided,collision,1.00000,0.00000,8,12
off_support_corridor,energy_rerank_unguided,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,energy_rerank_unguided,mean_energy,6.82807,0.20283,8,12
off_support_corridor,energy_rerank_unguided,support_distance,0.00483,0.00005,8,12
off_support_corridor,energy_rerank_unguided,risk_proxy,1.00000,0.00000,8,12
off_support_corridor,energy_rerank_unguided,mode_escape,0.00000,0.00000,8,12
off_support_corridor,energy_guided_diffusion,success,0.00000,0.00000,8,12
off_support_corridor,energy_guided_diffusion,collision,1.00000,0.00000,8,12
off_support_corridor,energy_guided_diffusion,dynamic_violation,1.00000,0.00000,8,12
off_support_corridor,energy_guided_diffusion,mean_energy,1.89691,0.11369,8,12
off_support_corridor,energy_guided_diffusion,support_distance,0.05500,0.00078,8,12
off_support_corridor,energy_guided_diffusion,risk_proxy,1.00017,0.00026,8,12
off_support_corridor,energy_guided_diffusion,mode_escape,0.00000,0.00000,8,12
off_support_corridor,strong_guided_diffusion,success,0.06250,0.05119,8,12
off_support_corridor,strong_guided_diffusion,collision,0.04167,0.04365,8,12
off_support_corridor,strong_guided_diffusion,dynamic_violation,0.93750,0.05119,8,12
off_support_corridor,strong_guided_diffusion,mean_energy,0.88475,0.02562,8,12
off_support_corridor,strong_guided_diffusion,support_distance,0.07822,0.00303,8,12
off_support_corridor,strong_guided_diffusion,risk_proxy,0.94046,0.04866,8,12
off_support_corridor,strong_guided_diffusion,mode_escape,0.00000,0.00000,8,12
off_support_corridor,support_projected_guidance,success,0.04167,0.03087,8,12
off_support_corridor,support_projected_guidance,collision,0.04167,0.04365,8,12
off_support_corridor,support_projected_guidance,dynamic_violation,0.95833,0.03087,8,12
off_support_corridor,support_projected_guidance,mean_energy,0.89379,0.02650,8,12
off_support_corridor,support_projected_guidance,support_distance,0.07862,0.00328,8,12
off_support_corridor,support_projected_guidance,risk_proxy,0.96001,0.02963,8,12
off_support_corridor,support_projected_guidance,mode_escape,0.00000,0.00000,8,12
off_support_corridor,mode_diverse_diffusion,success,1.00000,0.00000,8,12
off_support_corridor,mode_diverse_diffusion,collision,0.00000,0.00000,8,12
off_support_corridor,mode_diverse_diffusion,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,mode_diverse_diffusion,mean_energy,0.44430,0.00105,8,12
off_support_corridor,mode_diverse_diffusion,support_distance,0.61325,0.00038,8,12
off_support_corridor,mode_diverse_diffusion,risk_proxy,0.00326,0.00001,8,12
off_support_corridor,mode_diverse_diffusion,mode_escape,1.00000,0.00000,8,12
off_support_corridor,diffusion_cem_hybrid,success,1.00000,0.00000,8,12
off_support_corridor,diffusion_cem_hybrid,collision,0.00000,0.00000,8,12
off_support_corridor,diffusion_cem_hybrid,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,diffusion_cem_hybrid,mean_energy,0.43538,0.00090,8,12
off_support_corridor,diffusion_cem_hybrid,support_distance,0.60660,0.00044,8,12
off_support_corridor,diffusion_cem_hybrid,risk_proxy,0.00303,0.00002,8,12
off_support_corridor,diffusion_cem_hybrid,mode_escape,1.00000,0.00000,8,12
off_support_corridor,chomp_like_optimizer,success,1.00000,0.00000,8,12
off_support_corridor,chomp_like_optimizer,collision,0.00000,0.00000,8,12
off_support_corridor,chomp_like_optimizer,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,chomp_like_optimizer,mean_energy,0.43350,0.00095,8,12
off_support_corridor,chomp_like_optimizer,support_distance,0.60255,0.00033,8,12
off_support_corridor,chomp_like_optimizer,risk_proxy,0.00289,0.00001,8,12
off_support_corridor,chomp_like_optimizer,mode_escape,1.00000,0.00000,8,12
off_support_corridor,cem_trajectory_optimizer,success,1.00000,0.00000,8,12
off_support_corridor,cem_trajectory_optimizer,collision,0.00000,0.00000,8,12
off_support_corridor,cem_trajectory_optimizer,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,cem_trajectory_optimizer,mean_energy,0.45281,0.00191,8,12
off_support_corridor,cem_trajectory_optimizer,support_distance,0.61367,0.00127,8,12
off_support_corridor,cem_trajectory_optimizer,risk_proxy,0.00328,0.00004,8,12
off_support_corridor,cem_trajectory_optimizer,mode_escape,1.00000,0.00000,8,12
off_support_corridor,graph_search_planner,success,1.00000,0.00000,8,12
off_support_corridor,graph_search_planner,collision,0.00000,0.00000,8,12
off_support_corridor,graph_search_planner,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,graph_search_planner,mean_energy,0.43866,0.00095,8,12
off_support_corridor,graph_search_planner,support_distance,0.61298,0.00038,8,12
off_support_corridor,graph_search_planner,risk_proxy,0.00325,0.00001,8,12
off_support_corridor,graph_search_planner,mode_escape,1.00000,0.00000,8,12
off_support_corridor,support_aware_energy_bridge_v5,success,1.00000,0.00000,8,12
off_support_corridor,support_aware_energy_bridge_v5,collision,0.00000,0.00000,8,12
off_support_corridor,support_aware_energy_bridge_v5,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,support_aware_energy_bridge_v5,mean_energy,0.43695,0.00096,8,12
off_support_corridor,support_aware_energy_bridge_v5,support_distance,0.60969,0.00036,8,12
off_support_corridor,support_aware_energy_bridge_v5,risk_proxy,0.00314,0.00001,8,12
off_support_corridor,support_aware_energy_bridge_v5,mode_escape,1.00000,0.00000,8,12
off_support_corridor,grid_oracle,success,1.00000,0.00000,8,12
off_support_corridor,grid_oracle,collision,0.00000,0.00000,8,12
off_support_corridor,grid_oracle,dynamic_violation,0.00000,0.00000,8,12
off_support_corridor,grid_oracle,mean_energy,0.43865,0.00095,8,12
off_support_corridor,grid_oracle,support_distance,0.61308,0.00036,8,12
off_support_corridor,grid_oracle,risk_proxy,0.00326,0.00001,8,12
off_support_corridor,grid_oracle,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,behavior_clone_nearest,success,1.00000,0.00000,8,12
rare_mode_recovery,behavior_clone_nearest,collision,0.00000,0.00000,8,12
rare_mode_recovery,behavior_clone_nearest,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,behavior_clone_nearest,mean_energy,0.44573,0.00098,8,12
rare_mode_recovery,behavior_clone_nearest,support_distance,0.00000,0.00000,8,12
rare_mode_recovery,behavior_clone_nearest,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,behavior_clone_nearest,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,unguided_diffusion_prior,success,0.06250,0.05119,8,12
rare_mode_recovery,unguided_diffusion_prior,collision,0.93750,0.05119,8,12
rare_mode_recovery,unguided_diffusion_prior,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,unguided_diffusion_prior,mean_energy,5.86613,0.25833,8,12
rare_mode_recovery,unguided_diffusion_prior,support_distance,0.00458,0.00009,8,12
rare_mode_recovery,unguided_diffusion_prior,risk_proxy,0.93750,0.05119,8,12
rare_mode_recovery,unguided_diffusion_prior,mode_escape,0.06250,0.05119,8,12
rare_mode_recovery,energy_rerank_unguided,success,0.20833,0.08731,8,12
rare_mode_recovery,energy_rerank_unguided,collision,0.79167,0.08731,8,12
rare_mode_recovery,energy_rerank_unguided,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,energy_rerank_unguided,mean_energy,4.94301,0.52573,8,12
rare_mode_recovery,energy_rerank_unguided,support_distance,0.00488,0.00014,8,12
rare_mode_recovery,energy_rerank_unguided,risk_proxy,0.79167,0.08731,8,12
rare_mode_recovery,energy_rerank_unguided,mode_escape,0.20833,0.08731,8,12
rare_mode_recovery,energy_guided_diffusion,success,0.21875,0.07521,8,12
rare_mode_recovery,energy_guided_diffusion,collision,0.77083,0.08593,8,12
rare_mode_recovery,energy_guided_diffusion,dynamic_violation,0.78125,0.07521,8,12
rare_mode_recovery,energy_guided_diffusion,mean_energy,1.57766,0.13311,8,12
rare_mode_recovery,energy_guided_diffusion,support_distance,0.04217,0.00386,8,12
rare_mode_recovery,energy_guided_diffusion,risk_proxy,0.78145,0.07517,8,12
rare_mode_recovery,energy_guided_diffusion,mode_escape,0.22917,0.08593,8,12
rare_mode_recovery,strong_guided_diffusion,success,0.26042,0.10439,8,12
rare_mode_recovery,strong_guided_diffusion,collision,0.02083,0.02673,8,12
rare_mode_recovery,strong_guided_diffusion,dynamic_violation,0.73958,0.10439,8,12
rare_mode_recovery,strong_guided_diffusion,mean_energy,0.77257,0.04950,8,12
rare_mode_recovery,strong_guided_diffusion,support_distance,0.05695,0.00735,8,12
rare_mode_recovery,strong_guided_diffusion,risk_proxy,0.74103,0.10400,8,12
rare_mode_recovery,strong_guided_diffusion,mode_escape,0.22917,0.10121,8,12
rare_mode_recovery,support_projected_guidance,success,0.32292,0.07198,8,12
rare_mode_recovery,support_projected_guidance,collision,0.00000,0.00000,8,12
rare_mode_recovery,support_projected_guidance,dynamic_violation,0.67708,0.07198,8,12
rare_mode_recovery,support_projected_guidance,mean_energy,0.74171,0.04833,8,12
rare_mode_recovery,support_projected_guidance,support_distance,0.05160,0.00743,8,12
rare_mode_recovery,support_projected_guidance,risk_proxy,0.67807,0.07255,8,12
rare_mode_recovery,support_projected_guidance,mode_escape,0.30208,0.09228,8,12
rare_mode_recovery,mode_diverse_diffusion,success,1.00000,0.00000,8,12
rare_mode_recovery,mode_diverse_diffusion,collision,0.00000,0.00000,8,12
rare_mode_recovery,mode_diverse_diffusion,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,mode_diverse_diffusion,mean_energy,0.44385,0.00062,8,12
rare_mode_recovery,mode_diverse_diffusion,support_distance,0.00862,0.00045,8,12
rare_mode_recovery,mode_diverse_diffusion,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,mode_diverse_diffusion,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,diffusion_cem_hybrid,success,1.00000,0.00000,8,12
rare_mode_recovery,diffusion_cem_hybrid,collision,0.00000,0.00000,8,12
rare_mode_recovery,diffusion_cem_hybrid,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,diffusion_cem_hybrid,mean_energy,0.43577,0.00070,8,12
rare_mode_recovery,diffusion_cem_hybrid,support_distance,0.00913,0.00021,8,12
rare_mode_recovery,diffusion_cem_hybrid,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,diffusion_cem_hybrid,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,chomp_like_optimizer,success,1.00000,0.00000,8,12
rare_mode_recovery,chomp_like_optimizer,collision,0.00000,0.00000,8,12
rare_mode_recovery,chomp_like_optimizer,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,chomp_like_optimizer,mean_energy,0.43384,0.00069,8,12
rare_mode_recovery,chomp_like_optimizer,support_distance,0.01236,0.00022,8,12
rare_mode_recovery,chomp_like_optimizer,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,chomp_like_optimizer,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,cem_trajectory_optimizer,success,1.00000,0.00000,8,12
rare_mode_recovery,cem_trajectory_optimizer,collision,0.00000,0.00000,8,12
rare_mode_recovery,cem_trajectory_optimizer,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,cem_trajectory_optimizer,mean_energy,0.45311,0.00108,8,12
rare_mode_recovery,cem_trajectory_optimizer,support_distance,0.01035,0.00056,8,12
rare_mode_recovery,cem_trajectory_optimizer,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,cem_trajectory_optimizer,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,graph_search_planner,success,1.00000,0.00000,8,12
rare_mode_recovery,graph_search_planner,collision,0.00000,0.00000,8,12
rare_mode_recovery,graph_search_planner,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,graph_search_planner,mean_energy,0.43900,0.00073,8,12
rare_mode_recovery,graph_search_planner,support_distance,0.00683,0.00028,8,12
rare_mode_recovery,graph_search_planner,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,graph_search_planner,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,support_aware_energy_bridge_v5,success,1.00000,0.00000,8,12
rare_mode_recovery,support_aware_energy_bridge_v5,collision,0.00000,0.00000,8,12
rare_mode_recovery,support_aware_energy_bridge_v5,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,support_aware_energy_bridge_v5,mean_energy,0.43724,0.00066,8,12
rare_mode_recovery,support_aware_energy_bridge_v5,support_distance,0.00769,0.00022,8,12
rare_mode_recovery,support_aware_energy_bridge_v5,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,support_aware_energy_bridge_v5,mode_escape,1.00000,0.00000,8,12
rare_mode_recovery,grid_oracle,success,1.00000,0.00000,8,12
rare_mode_recovery,grid_oracle,collision,0.00000,0.00000,8,12
rare_mode_recovery,grid_oracle,dynamic_violation,0.00000,0.00000,8,12
rare_mode_recovery,grid_oracle,mean_energy,0.43903,0.00069,8,12
rare_mode_recovery,grid_oracle,support_distance,0.00683,0.00025,8,12
rare_mode_recovery,grid_oracle,risk_proxy,0.00000,0.00000,8,12
rare_mode_recovery,grid_oracle,mode_escape,1.00000,0.00000,8,12
supported_multimodal_shift,behavior_clone_nearest,success,1.00000,0.00000,8,12
supported_multimodal_shift,behavior_clone_nearest,collision,0.00000,0.00000,8,12
supported_multimodal_shift,behavior_clone_nearest,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,behavior_clone_nearest,mean_energy,0.44355,0.00079,8,12
supported_multimodal_shift,behavior_clone_nearest,support_distance,0.00000,0.00000,8,12
supported_multimodal_shift,behavior_clone_nearest,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,behavior_clone_nearest,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,unguided_diffusion_prior,success,1.00000,0.00000,8,12
supported_multimodal_shift,unguided_diffusion_prior,collision,0.00000,0.00000,8,12
supported_multimodal_shift,unguided_diffusion_prior,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,unguided_diffusion_prior,mean_energy,0.44118,0.00128,8,12
supported_multimodal_shift,unguided_diffusion_prior,support_distance,0.00464,0.00010,8,12
supported_multimodal_shift,unguided_diffusion_prior,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,unguided_diffusion_prior,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,energy_rerank_unguided,success,1.00000,0.00000,8,12
supported_multimodal_shift,energy_rerank_unguided,collision,0.00000,0.00000,8,12
supported_multimodal_shift,energy_rerank_unguided,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,energy_rerank_unguided,mean_energy,0.43643,0.00025,8,12
supported_multimodal_shift,energy_rerank_unguided,support_distance,0.00503,0.00007,8,12
supported_multimodal_shift,energy_rerank_unguided,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,energy_rerank_unguided,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,energy_guided_diffusion,success,1.00000,0.00000,8,12
supported_multimodal_shift,energy_guided_diffusion,collision,0.00000,0.00000,8,12
supported_multimodal_shift,energy_guided_diffusion,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,energy_guided_diffusion,mean_energy,0.49261,0.00503,8,12
supported_multimodal_shift,energy_guided_diffusion,support_distance,0.00617,0.00011,8,12
supported_multimodal_shift,energy_guided_diffusion,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,energy_guided_diffusion,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,strong_guided_diffusion,success,1.00000,0.00000,8,12
supported_multimodal_shift,strong_guided_diffusion,collision,0.00000,0.00000,8,12
supported_multimodal_shift,strong_guided_diffusion,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,strong_guided_diffusion,mean_energy,0.43619,0.00029,8,12
supported_multimodal_shift,strong_guided_diffusion,support_distance,0.00504,0.00009,8,12
supported_multimodal_shift,strong_guided_diffusion,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,strong_guided_diffusion,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,support_projected_guidance,success,1.00000,0.00000,8,12
supported_multimodal_shift,support_projected_guidance,collision,0.00000,0.00000,8,12
supported_multimodal_shift,support_projected_guidance,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,support_projected_guidance,mean_energy,0.43493,0.00029,8,12
supported_multimodal_shift,support_projected_guidance,support_distance,0.00499,0.00009,8,12
supported_multimodal_shift,support_projected_guidance,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,support_projected_guidance,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,mode_diverse_diffusion,success,1.00000,0.00000,8,12
supported_multimodal_shift,mode_diverse_diffusion,collision,0.00000,0.00000,8,12
supported_multimodal_shift,mode_diverse_diffusion,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,mode_diverse_diffusion,mean_energy,0.43636,0.00030,8,12
supported_multimodal_shift,mode_diverse_diffusion,support_distance,0.00507,0.00010,8,12
supported_multimodal_shift,mode_diverse_diffusion,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,mode_diverse_diffusion,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,diffusion_cem_hybrid,success,1.00000,0.00000,8,12
supported_multimodal_shift,diffusion_cem_hybrid,collision,0.00000,0.00000,8,12
supported_multimodal_shift,diffusion_cem_hybrid,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,diffusion_cem_hybrid,mean_energy,0.43162,0.00026,8,12
supported_multimodal_shift,diffusion_cem_hybrid,support_distance,0.00709,0.00019,8,12
supported_multimodal_shift,diffusion_cem_hybrid,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,diffusion_cem_hybrid,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,chomp_like_optimizer,success,1.00000,0.00000,8,12
supported_multimodal_shift,chomp_like_optimizer,collision,0.00000,0.00000,8,12
supported_multimodal_shift,chomp_like_optimizer,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,chomp_like_optimizer,mean_energy,0.42990,0.00020,8,12
supported_multimodal_shift,chomp_like_optimizer,support_distance,0.00968,0.00026,8,12
supported_multimodal_shift,chomp_like_optimizer,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,chomp_like_optimizer,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,cem_trajectory_optimizer,success,1.00000,0.00000,8,12
supported_multimodal_shift,cem_trajectory_optimizer,collision,0.00000,0.00000,8,12
supported_multimodal_shift,cem_trajectory_optimizer,dynamic_violation,0.00000,0.00000,8,12
supported_multimodal_shift,cem_trajectory_optimizer,mean_energy,0.44010,0.00025,8,12
supported_multimodal_shift,cem_trajectory_optimizer,support_distance,0.00047,0.00028,8,12
supported_multimodal_shift,cem_trajectory_optimizer,risk_proxy,0.00000,0.00000,8,12
supported_multimodal_shift,cem_trajectory_optimizer,mode_escape,0.00000,0.00000,8,12
supported_multimodal_shift,graph_search_planner,success,1.00000,0.00000,8,12
supported_multimodal_shift,graph_search_planner,collision,0.00000,0.00000,8,12
