split,method,seed,tasks,success,collision,dynamic_violation,mean_energy,support_distance,risk_proxy,mode_escape
deceptive_energy_basin,energy_rerank_unguided,7,12,1.00000,0.00000,0.00000,0.43802,0.00529,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,0,12,1.00000,0.00000,0.00000,0.49545,0.00703,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,1,12,1.00000,0.00000,0.00000,0.49267,0.00646,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,2,12,1.00000,0.00000,0.00000,0.50682,0.00685,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,3,12,1.00000,0.00000,0.00000,0.49479,0.00650,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,4,12,1.00000,0.00000,0.00000,0.49823,0.00657,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,5,12,1.00000,0.00000,0.00000,0.50424,0.00644,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,6,12,1.00000,0.00000,0.00000,0.51093,0.00672,0.00000,0.00000
deceptive_energy_basin,energy_guided_diffusion,7,12,1.00000,0.00000,0.00000,0.49776,0.00652,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,0,12,1.00000,0.00000,0.00000,0.43623,0.00549,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,1,12,1.00000,0.00000,0.00000,0.43526,0.00599,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,2,12,1.00000,0.00000,0.00000,0.43694,0.00525,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,3,12,1.00000,0.00000,0.00000,0.43423,0.00825,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,4,12,1.00000,0.00000,0.00000,0.43496,0.00748,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,5,12,1.00000,0.00000,0.00000,0.43578,0.00851,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,6,12,1.00000,0.00000,0.00000,0.43587,0.00531,0.00000,0.00000
deceptive_energy_basin,strong_guided_diffusion,7,12,1.00000,0.00000,0.00000,0.43634,0.00553,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,0,12,1.00000,0.00000,0.00000,0.43447,0.00547,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,1,12,1.00000,0.00000,0.00000,0.43433,0.00532,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,2,12,1.00000,0.00000,0.00000,0.43523,0.00528,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,3,12,1.00000,0.00000,0.00000,0.43432,0.00565,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,4,12,1.00000,0.00000,0.00000,0.43464,0.00538,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,5,12,1.00000,0.00000,0.00000,0.43461,0.00541,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,6,12,1.00000,0.00000,0.00000,0.43498,0.00532,0.00000,0.00000
deceptive_energy_basin,support_projected_guidance,7,12,1.00000,0.00000,0.00000,0.43331,0.00843,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,0,12,1.00000,0.00000,0.00000,0.43591,0.00551,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,1,12,1.00000,0.00000,0.00000,0.43629,0.00528,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,2,12,1.00000,0.00000,0.00000,0.43688,0.00536,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,3,12,1.00000,0.00000,0.00000,0.43691,0.00511,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,4,12,1.00000,0.00000,0.00000,0.43641,0.00554,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,5,12,1.00000,0.00000,0.00000,0.43679,0.00509,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,6,12,1.00000,0.00000,0.00000,0.43655,0.00769,0.00000,0.00000
deceptive_energy_basin,mode_diverse_diffusion,7,12,1.00000,0.00000,0.00000,0.43690,0.00544,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,0,12,1.00000,0.00000,0.00000,0.43122,0.00747,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,1,12,1.00000,0.00000,0.00000,0.43056,0.00791,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,2,12,1.00000,0.00000,0.00000,0.43119,0.00984,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,3,12,1.00000,0.00000,0.00000,0.43124,0.00768,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,4,12,1.00000,0.00000,0.00000,0.43056,0.00956,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,5,12,1.00000,0.00000,0.00000,0.43113,0.00835,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,6,12,1.00000,0.00000,0.00000,0.43120,0.00818,0.00000,0.00000
deceptive_energy_basin,diffusion_cem_hybrid,7,12,1.00000,0.00000,0.00000,0.43068,0.00927,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,0,12,1.00000,0.00000,0.00000,0.42979,0.00991,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,1,12,1.00000,0.00000,0.00000,0.42962,0.00964,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,2,12,1.00000,0.00000,0.00000,0.43014,0.00988,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,3,12,1.00000,0.00000,0.00000,0.42986,0.00996,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,4,12,1.00000,0.00000,0.00000,0.42970,0.01035,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,5,12,1.00000,0.00000,0.00000,0.42999,0.01012,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,6,12,1.00000,0.00000,0.00000,0.43007,0.01005,0.00000,0.00000
deceptive_energy_basin,chomp_like_optimizer,7,12,1.00000,0.00000,0.00000,0.43027,0.00978,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,0,12,1.00000,0.00000,0.00000,0.43999,0.00000,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,1,12,1.00000,0.00000,0.00000,0.44073,0.00000,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,2,12,1.00000,0.00000,0.00000,0.44245,0.00062,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,3,12,1.00000,0.00000,0.00000,0.44143,0.00000,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,4,12,1.00000,0.00000,0.00000,0.44167,0.00060,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,5,12,1.00000,0.00000,0.00000,0.44209,0.00157,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,6,12,1.00000,0.00000,0.00000,0.44169,0.00093,0.00000,0.00000
deceptive_energy_basin,cem_trajectory_optimizer,7,12,1.00000,0.00000,0.00000,0.44138,0.00000,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,0,12,1.00000,0.00000,0.00000,0.43465,0.00541,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,1,12,1.00000,0.00000,0.00000,0.43458,0.00525,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,2,12,1.00000,0.00000,0.00000,0.43527,0.00517,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,3,12,1.00000,0.00000,0.00000,0.43485,0.00533,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,4,12,1.00000,0.00000,0.00000,0.43466,0.00546,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,5,12,1.00000,0.00000,0.00000,0.43489,0.00522,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,6,12,1.00000,0.00000,0.00000,0.43515,0.00528,0.00000,0.00000
deceptive_energy_basin,graph_search_planner,7,12,1.00000,0.00000,0.00000,0.43527,0.00546,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,0,12,1.00000,0.00000,0.00000,0.43208,0.00666,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,1,12,1.00000,0.00000,0.00000,0.43194,0.00603,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,2,12,1.00000,0.00000,0.00000,0.43299,0.00603,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,3,12,1.00000,0.00000,0.00000,0.43233,0.00668,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,4,12,1.00000,0.00000,0.00000,0.43207,0.00722,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,5,12,1.00000,0.00000,0.00000,0.43152,0.00858,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,6,12,1.00000,0.00000,0.00000,0.43240,0.00709,0.00000,0.00000
deceptive_energy_basin,support_aware_energy_bridge_v5,7,12,1.00000,0.00000,0.00000,0.43246,0.00726,0.00000,0.00000
deceptive_energy_basin,grid_oracle,0,12,1.00000,0.00000,0.00000,0.43451,0.00535,0.00000,0.00000
deceptive_energy_basin,grid_oracle,1,12,1.00000,0.00000,0.00000,0.43469,0.00539,0.00000,0.00000
deceptive_energy_basin,grid_oracle,2,12,1.00000,0.00000,0.00000,0.43537,0.00515,0.00000,0.00000
deceptive_energy_basin,grid_oracle,3,12,1.00000,0.00000,0.00000,0.43495,0.00522,0.00000,0.00000
deceptive_energy_basin,grid_oracle,4,12,1.00000,0.00000,0.00000,0.43473,0.00559,0.00000,0.00000
deceptive_energy_basin,grid_oracle,5,12,1.00000,0.00000,0.00000,0.43484,0.00510,0.00000,0.00000
deceptive_energy_basin,grid_oracle,6,12,1.00000,0.00000,0.00000,0.43523,0.00529,0.00000,0.00000
deceptive_energy_basin,grid_oracle,7,12,1.00000,0.00000,0.00000,0.43531,0.00544,0.00000,0.00000
off_support_corridor,behavior_clone_nearest,0,12,0.00000,1.00000,0.00000,6.28920,0.00000,1.00000,0.00000
off_support_corridor,behavior_clone_nearest,1,12,0.00000,1.00000,0.00000,6.14332,0.00000,1.00000,0.00000
off_support_corridor,behavior_clone_nearest,2,12,0.00000,1.00000,0.00000,6.27767,0.00000,1.00000,0.00000
off_support_corridor,behavior_clone_nearest,3,12,0.00000,1.00000,0.00000,6.62187,0.00000,1.00000,0.00000
off_support_corridor,behavior_clone_nearest,4,12,0.00000,1.00000,0.00000,6.75486,0.00000,1.00000,0.00000
off_support_corridor,behavior_clone_nearest,5,12,0.00000,1.00000,0.00000,6.66764,0.00000,1.00000,0.00000
off_support_corridor,behavior_clone_nearest,6,12,0.00000,1.00000,0.00000,6.03164,0.00000,1.00000,0.00000
off_support_corridor,behavior_clone_nearest,7,12,0.00000,1.00000,0.00000,6.52368,0.00000,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,0,12,0.00000,1.00000,0.00000,6.75026,0.00471,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,1,12,0.00000,1.00000,0.00000,6.58990,0.00480,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,2,12,0.00000,1.00000,0.00000,6.70689,0.00462,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,3,12,0.00000,1.00000,0.00000,7.03593,0.00464,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,4,12,0.00000,1.00000,0.00000,7.16840,0.00461,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,5,12,0.00000,1.00000,0.00000,7.21896,0.00459,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,6,12,0.00000,1.00000,0.00000,6.40112,0.00478,1.00000,0.00000
off_support_corridor,unguided_diffusion_prior,7,12,0.00000,1.00000,0.00000,6.96664,0.00460,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,0,12,0.00000,1.00000,0.00000,6.72591,0.00487,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,1,12,0.00000,1.00000,0.00000,6.56251,0.00493,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,2,12,0.00000,1.00000,0.00000,6.66759,0.00481,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,3,12,0.00000,1.00000,0.00000,7.00997,0.00486,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,4,12,0.00000,1.00000,0.00000,7.14206,0.00472,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,5,12,0.00000,1.00000,0.00000,7.20413,0.00481,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,6,12,0.00000,1.00000,0.00000,6.37265,0.00491,1.00000,0.00000
off_support_corridor,energy_rerank_unguided,7,12,0.00000,1.00000,0.00000,6.93976,0.00475,1.00000,0.00000
off_support_corridor,energy_guided_diffusion,0,12,0.00000,1.00000,1.00000,1.90546,0.05490,1.00000,0.00000
off_support_corridor,energy_guided_diffusion,1,12,0.00000,1.00000,1.00000,1.58680,0.05420,1.00000,0.00000
off_support_corridor,energy_guided_diffusion,2,12,0.00000,1.00000,1.00000,1.87319,0.05462,1.00027,0.00000
off_support_corridor,energy_guided_diffusion,3,12,0.00000,1.00000,1.00000,1.84703,0.05594,1.00000,0.00000
off_support_corridor,energy_guided_diffusion,4,12,0.00000,1.00000,1.00000,2.15363,0.05605,1.00000,0.00000
off_support_corridor,energy_guided_diffusion,5,12,0.00000,1.00000,1.00000,1.89600,0.05595,1.00108,0.00000
off_support_corridor,energy_guided_diffusion,6,12,0.00000,1.00000,1.00000,2.04631,0.05279,1.00000,0.00000
off_support_corridor,energy_guided_diffusion,7,12,0.00000,1.00000,1.00000,1.86688,0.05558,1.00000,0.00000
off_support_corridor,strong_guided_diffusion,0,12,0.16667,0.00000,0.83333,0.84348,0.07440,0.84344,0.00000
off_support_corridor,strong_guided_diffusion,1,12,0.08333,0.00000,0.91667,0.84049,0.07268,0.92036,0.00000
off_support_corridor,strong_guided_diffusion,2,12,0.00000,0.00000,1.00000,0.87576,0.07587,1.00000,0.00000
off_support_corridor,strong_guided_diffusion,3,12,0.08333,0.08333,0.91667,0.91240,0.07936,0.91997,0.00000
off_support_corridor,strong_guided_diffusion,4,12,0.00000,0.16667,1.00000,0.95515,0.08650,1.00000,0.00000
off_support_corridor,strong_guided_diffusion,5,12,0.16667,0.08333,0.83333,0.87643,0.08168,0.83993,0.00000
off_support_corridor,strong_guided_diffusion,6,12,0.00000,0.00000,1.00000,0.89059,0.07739,1.00000,0.00000
off_support_corridor,strong_guided_diffusion,7,12,0.00000,0.00000,1.00000,0.88369,0.07788,1.00000,0.00000
off_support_corridor,support_projected_guidance,0,12,0.00000,0.00000,1.00000,0.85687,0.07526,1.00000,0.00000
off_support_corridor,support_projected_guidance,1,12,0.08333,0.00000,0.91667,0.85754,0.07271,0.91997,0.00000
off_support_corridor,support_projected_guidance,2,12,0.08333,0.08333,0.91667,0.88898,0.07852,0.91997,0.00000
off_support_corridor,support_projected_guidance,3,12,0.00000,0.00000,1.00000,0.88639,0.07952,1.00000,0.00000
off_support_corridor,support_projected_guidance,4,12,0.00000,0.16667,1.00000,0.97484,0.08808,1.00000,0.00000
off_support_corridor,support_projected_guidance,5,12,0.00000,0.08333,1.00000,0.89916,0.08026,1.00000,0.00000
off_support_corridor,support_projected_guidance,6,12,0.08333,0.00000,0.91667,0.91431,0.07461,0.92016,0.00000
off_support_corridor,support_projected_guidance,7,12,0.08333,0.00000,0.91667,0.87225,0.08003,0.91997,0.00000
off_support_corridor,mode_diverse_diffusion,0,12,1.00000,0.00000,0.00000,0.44631,0.61296,0.00325,1.00000
off_support_corridor,mode_diverse_diffusion,1,12,1.00000,0.00000,0.00000,0.44604,0.61238,0.00323,1.00000
off_support_corridor,mode_diverse_diffusion,2,12,1.00000,0.00000,0.00000,0.44437,0.61317,0.00326,1.00000
off_support_corridor,mode_diverse_diffusion,3,12,1.00000,0.00000,0.00000,0.44380,0.61323,0.00326,1.00000
off_support_corridor,mode_diverse_diffusion,4,12,1.00000,0.00000,0.00000,0.44191,0.61430,0.00330,1.00000
off_support_corridor,mode_diverse_diffusion,5,12,1.00000,0.00000,0.00000,0.44403,0.61312,0.00326,1.00000
off_support_corridor,mode_diverse_diffusion,6,12,1.00000,0.00000,0.00000,0.44281,0.61324,0.00326,1.00000
off_support_corridor,mode_diverse_diffusion,7,12,1.00000,0.00000,0.00000,0.44513,0.61358,0.00328,1.00000
off_support_corridor,diffusion_cem_hybrid,0,12,1.00000,0.00000,0.00000,0.43651,0.60679,0.00304,1.00000
off_support_corridor,diffusion_cem_hybrid,1,12,1.00000,0.00000,0.00000,0.43709,0.60525,0.00298,1.00000
off_support_corridor,diffusion_cem_hybrid,2,12,1.00000,0.00000,0.00000,0.43594,0.60654,0.00303,1.00000
off_support_corridor,diffusion_cem_hybrid,3,12,1.00000,0.00000,0.00000,0.43492,0.60658,0.00303,1.00000
off_support_corridor,diffusion_cem_hybrid,4,12,1.00000,0.00000,0.00000,0.43313,0.60756,0.00306,1.00000
off_support_corridor,diffusion_cem_hybrid,5,12,1.00000,0.00000,0.00000,0.43581,0.60669,0.00303,1.00000
off_support_corridor,diffusion_cem_hybrid,6,12,1.00000,0.00000,0.00000,0.43408,0.60668,0.00303,1.00000
off_support_corridor,diffusion_cem_hybrid,7,12,1.00000,0.00000,0.00000,0.43556,0.60674,0.00304,1.00000
off_support_corridor,chomp_like_optimizer,0,12,1.00000,0.00000,0.00000,0.43446,0.60254,0.00289,1.00000
off_support_corridor,chomp_like_optimizer,1,12,1.00000,0.00000,0.00000,0.43547,0.60157,0.00285,1.00000
off_support_corridor,chomp_like_optimizer,2,12,1.00000,0.00000,0.00000,0.43395,0.60243,0.00289,1.00000
off_support_corridor,chomp_like_optimizer,3,12,1.00000,0.00000,0.00000,0.43318,0.60269,0.00289,1.00000
off_support_corridor,chomp_like_optimizer,4,12,1.00000,0.00000,0.00000,0.43107,0.60322,0.00291,1.00000
off_support_corridor,chomp_like_optimizer,5,12,1.00000,0.00000,0.00000,0.43414,0.60295,0.00290,1.00000
off_support_corridor,chomp_like_optimizer,6,12,1.00000,0.00000,0.00000,0.43215,0.60257,0.00289,1.00000
off_support_corridor,chomp_like_optimizer,7,12,1.00000,0.00000,0.00000,0.43360,0.60247,0.00289,1.00000
off_support_corridor,cem_trajectory_optimizer,0,12,1.00000,0.00000,0.00000,0.45633,0.61375,0.00328,1.00000
off_support_corridor,cem_trajectory_optimizer,1,12,1.00000,0.00000,0.00000,0.45607,0.61177,0.00321,1.00000
off_support_corridor,cem_trajectory_optimizer,2,12,1.00000,0.00000,0.00000,0.45390,0.61740,0.00341,1.00000
off_support_corridor,cem_trajectory_optimizer,3,12,1.00000,0.00000,0.00000,0.45378,0.61444,0.00330,1.00000
off_support_corridor,cem_trajectory_optimizer,4,12,1.00000,0.00000,0.00000,0.44816,0.61425,0.00330,1.00000
off_support_corridor,cem_trajectory_optimizer,5,12,1.00000,0.00000,0.00000,0.45109,0.61168,0.00321,1.00000
off_support_corridor,cem_trajectory_optimizer,6,12,1.00000,0.00000,0.00000,0.45133,0.61270,0.00324,1.00000
off_support_corridor,cem_trajectory_optimizer,7,12,1.00000,0.00000,0.00000,0.45181,0.61335,0.00327,1.00000
off_support_corridor,graph_search_planner,0,12,1.00000,0.00000,0.00000,0.43972,0.61322,0.00326,1.00000
off_support_corridor,graph_search_planner,1,12,1.00000,0.00000,0.00000,0.44066,0.61186,0.00322,1.00000
off_support_corridor,graph_search_planner,2,12,1.00000,0.00000,0.00000,0.43912,0.61310,0.00326,1.00000
off_support_corridor,graph_search_planner,3,12,1.00000,0.00000,0.00000,0.43808,0.61261,0.00324,1.00000
off_support_corridor,graph_search_planner,4,12,1.00000,0.00000,0.00000,0.43643,0.61376,0.00328,1.00000
off_support_corridor,graph_search_planner,5,12,1.00000,0.00000,0.00000,0.43925,0.61321,0.00326,1.00000
off_support_corridor,graph_search_planner,6,12,1.00000,0.00000,0.00000,0.43718,0.61310,0.00326,1.00000
off_support_corridor,graph_search_planner,7,12,1.00000,0.00000,0.00000,0.43885,0.61300,0.00325,1.00000
off_support_corridor,support_aware_energy_bridge_v5,0,12,1.00000,0.00000,0.00000,0.43800,0.60973,0.00314,1.00000
off_support_corridor,support_aware_energy_bridge_v5,1,12,1.00000,0.00000,0.00000,0.43897,0.60881,0.00311,1.00000
off_support_corridor,support_aware_energy_bridge_v5,2,12,1.00000,0.00000,0.00000,0.43749,0.60948,0.00313,1.00000
off_support_corridor,support_aware_energy_bridge_v5,3,12,1.00000,0.00000,0.00000,0.43648,0.60955,0.00313,1.00000
off_support_corridor,support_aware_energy_bridge_v5,4,12,1.00000,0.00000,0.00000,0.43463,0.61067,0.00317,1.00000
off_support_corridor,support_aware_energy_bridge_v5,5,12,1.00000,0.00000,0.00000,0.43748,0.60994,0.00315,1.00000
off_support_corridor,support_aware_energy_bridge_v5,6,12,1.00000,0.00000,0.00000,0.43553,0.60967,0.00314,1.00000
off_support_corridor,support_aware_energy_bridge_v5,7,12,1.00000,0.00000,0.00000,0.43701,0.60963,0.00314,1.00000
off_support_corridor,grid_oracle,0,12,1.00000,0.00000,0.00000,0.43968,0.61310,0.00326,1.00000
off_support_corridor,grid_oracle,1,12,1.00000,0.00000,0.00000,0.44064,0.61214,0.00323,1.00000
off_support_corridor,grid_oracle,2,12,1.00000,0.00000,0.00000,0.43923,0.61307,0.00326,1.00000
off_support_corridor,grid_oracle,3,12,1.00000,0.00000,0.00000,0.43819,0.61280,0.00325,1.00000
off_support_corridor,grid_oracle,4,12,1.00000,0.00000,0.00000,0.43633,0.61400,0.00329,1.00000
off_support_corridor,grid_oracle,5,12,1.00000,0.00000,0.00000,0.43914,0.61318,0.00326,1.00000
off_support_corridor,grid_oracle,6,12,1.00000,0.00000,0.00000,0.43725,0.61306,0.00326,1.00000
off_support_corridor,grid_oracle,7,12,1.00000,0.00000,0.00000,0.43876,0.61326,0.00326,1.00000
rare_mode_recovery,behavior_clone_nearest,0,12,1.00000,0.00000,0.00000,0.44628,0.00000,0.00000,1.00000
rare_mode_recovery,behavior_clone_nearest,1,12,1.00000,0.00000,0.00000,0.44604,0.00000,0.00000,1.00000
rare_mode_recovery,behavior_clone_nearest,2,12,1.00000,0.00000,0.00000,0.44682,0.00000,0.00000,1.00000
rare_mode_recovery,behavior_clone_nearest,3,12,1.00000,0.00000,0.00000,0.44517,0.00000,0.00000,1.00000
rare_mode_recovery,behavior_clone_nearest,4,12,1.00000,0.00000,0.00000,0.44634,0.00000,0.00000,1.00000
rare_mode_recovery,behavior_clone_nearest,5,12,1.00000,0.00000,0.00000,0.44665,0.00000,0.00000,1.00000
rare_mode_recovery,behavior_clone_nearest,6,12,1.00000,0.00000,0.00000,0.44613,0.00000,0.00000,1.00000
rare_mode_recovery,behavior_clone_nearest,7,12,1.00000,0.00000,0.00000,0.44244,0.00000,0.00000,1.00000
rare_mode_recovery,unguided_diffusion_prior,0,12,0.00000,1.00000,0.00000,6.11714,0.00445,1.00000,0.00000
rare_mode_recovery,unguided_diffusion_prior,1,12,0.16667,0.83333,0.00000,5.92393,0.00464,0.83333,0.16667
rare_mode_recovery,unguided_diffusion_prior,2,12,0.00000,1.00000,0.00000,6.09299,0.00475,1.00000,0.00000
rare_mode_recovery,unguided_diffusion_prior,3,12,0.00000,1.00000,0.00000,6.41996,0.00442,1.00000,0.00000
rare_mode_recovery,unguided_diffusion_prior,4,12,0.08333,0.91667,0.00000,5.63468,0.00460,0.91667,0.08333
rare_mode_recovery,unguided_diffusion_prior,5,12,0.00000,1.00000,0.00000,5.80447,0.00474,1.00000,0.00000
rare_mode_recovery,unguided_diffusion_prior,6,12,0.08333,0.91667,0.00000,5.76273,0.00459,0.91667,0.08333
rare_mode_recovery,unguided_diffusion_prior,7,12,0.16667,0.83333,0.00000,5.17317,0.00442,0.83333,0.16667
rare_mode_recovery,energy_rerank_unguided,0,12,0.16667,0.83333,0.00000,5.02244,0.00493,0.83333,0.16667
rare_mode_recovery,energy_rerank_unguided,1,12,0.16667,0.83333,0.00000,5.78673,0.00484,0.83333,0.16667
rare_mode_recovery,energy_rerank_unguided,2,12,0.16667,0.83333,0.00000,5.11901,0.00504,0.83333,0.16667
rare_mode_recovery,energy_rerank_unguided,3,12,0.41667,0.58333,0.00000,3.67799,0.00441,0.58333,0.41667
rare_mode_recovery,energy_rerank_unguided,4,12,0.33333,0.66667,0.00000,4.06152,0.00501,0.66667,0.33333
rare_mode_recovery,energy_rerank_unguided,5,12,0.00000,1.00000,0.00000,5.77119,0.00490,1.00000,0.00000
rare_mode_recovery,energy_rerank_unguided,6,12,0.25000,0.75000,0.00000,4.74226,0.00499,0.75000,0.25000
rare_mode_recovery,energy_rerank_unguided,7,12,0.16667,0.83333,0.00000,5.36293,0.00494,0.83333,0.16667
rare_mode_recovery,energy_guided_diffusion,0,12,0.33333,0.58333,0.66667,1.39897,0.03474,0.66667,0.41667
