split,seed,task_id,method,success,collision,dynamic_violation,goal_error,min_clearance,max_speed,max_accel,path_length,task_energy,support_distance,risk_proxy,mode,target_mode,mode_frequency_in_prior,mode_escape,target_support_frequency,failure_label,description,stress_level
support_gap_sweep,0,7,cem_trajectory_optimizer,1,0,0,0.00220,0.22981,0.10259,0.01901,2.41641,0.44176,0.00000,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,0,7,graph_search_planner,1,0,0,0.00022,0.22501,0.10289,0.00838,2.41458,0.43817,0.00600,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,0,7,support_aware_energy_bridge_v5,1,0,0,0.00000,0.21817,0.10133,0.00614,2.40572,0.43612,0.00583,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,energy_rerank_unguided,0,1,0,0.00058,-0.26195,0.10018,0.01515,2.39029,7.24679,0.00543,1.00000,lower,upper,0.7917,0,0.2083,collision_shortcut_from_guidance,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,energy_guided_diffusion,1,0,0,0.00344,0.21031,0.10438,0.06565,2.48738,0.60437,0.00837,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,strong_guided_diffusion,0,0,1,0.00270,0.01771,0.20500,0.12112,2.75592,0.80790,0.07247,1.00000,lower,upper,0.7917,0,0.2083,dynamic_violation,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,support_projected_guidance,1,0,0,0.00297,0.21995,0.10411,0.00971,2.44393,0.44450,0.00541,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,mode_diverse_diffusion,1,0,0,0.00175,0.21970,0.10712,0.01210,2.44911,0.44738,0.00520,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,diffusion_cem_hybrid,1,0,0,0.00000,0.20705,0.10041,0.00690,2.43048,0.44072,0.00770,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,chomp_like_optimizer,1,0,0,0.00000,0.20432,0.09939,0.00599,2.42089,0.43886,0.01119,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,cem_trajectory_optimizer,1,0,0,0.00558,0.21090,0.10599,0.02081,2.44667,0.45140,0.00000,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,graph_search_planner,1,0,0,0.00114,0.22566,0.10576,0.00819,2.45077,0.44498,0.00518,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,0,support_aware_energy_bridge_v5,1,0,0,0.00000,0.21649,0.10280,0.00672,2.43919,0.44247,0.00617,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,energy_rerank_unguided,1,0,0,0.00153,0.24823,0.10675,0.01177,2.43791,0.44463,0.00561,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,energy_guided_diffusion,1,0,0,0.00367,0.24465,0.10484,0.02858,2.43836,0.46043,0.00602,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,strong_guided_diffusion,1,0,0,0.00286,0.24646,0.10440,0.01179,2.43485,0.44408,0.00564,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,support_projected_guidance,1,0,0,0.00318,0.24722,0.10297,0.01232,2.43449,0.44357,0.00591,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,mode_diverse_diffusion,1,0,0,0.00153,0.24808,0.10600,0.01128,2.43806,0.44447,0.00599,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,diffusion_cem_hybrid,1,0,0,0.00000,0.22909,0.10236,0.00690,2.41690,0.43824,0.00935,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,chomp_like_optimizer,1,0,0,0.00000,0.22887,0.10024,0.00634,2.41138,0.43700,0.01117,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,cem_trajectory_optimizer,1,0,0,0.00231,0.26555,0.10427,0.02769,2.47115,0.46512,0.01305,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,graph_search_planner,1,0,0,0.00116,0.24840,0.10591,0.00674,2.43715,0.44223,0.00621,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,1,support_aware_energy_bridge_v5,1,0,0,0.00000,0.23999,0.10388,0.00678,2.42674,0.44024,0.00762,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,energy_rerank_unguided,1,0,0,0.00173,0.17333,0.10658,0.01340,2.45411,0.44838,0.00513,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,energy_guided_diffusion,1,0,0,0.00258,0.15830,0.10469,0.09064,2.52055,0.64590,0.00871,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,strong_guided_diffusion,1,0,0,0.00335,0.17411,0.10502,0.01291,2.45105,0.44751,0.00520,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,support_projected_guidance,1,0,0,0.00286,0.17440,0.10524,0.00966,2.45158,0.44600,0.00535,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,mode_diverse_diffusion,1,0,0,0.00271,0.15990,0.10290,0.01546,2.44451,0.44866,0.00784,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,diffusion_cem_hybrid,1,0,0,0.00000,0.15966,0.10430,0.00615,2.43755,0.44201,0.00758,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,chomp_like_optimizer,1,0,0,0.00000,0.15519,0.10128,0.00619,2.42709,0.43994,0.01030,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,cem_trajectory_optimizer,1,0,0,0.00303,0.17903,0.10763,0.01762,2.45768,0.45120,0.00000,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,graph_search_planner,1,0,0,0.00120,0.17048,0.10634,0.00792,2.45155,0.44517,0.00516,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,2,support_aware_energy_bridge_v5,1,0,0,0.00000,0.16408,0.10507,0.00684,2.44384,0.44331,0.00643,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,energy_rerank_unguided,1,0,0,0.00123,0.20857,0.10859,0.01246,2.44480,0.44596,0.00555,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,energy_guided_diffusion,1,0,0,0.00450,0.20302,0.10392,0.06596,2.47559,0.53963,0.00707,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,strong_guided_diffusion,1,0,0,0.00360,0.21035,0.10553,0.01224,2.43857,0.44441,0.00528,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,support_projected_guidance,1,0,0,0.00328,0.21067,0.10455,0.01111,2.43873,0.44361,0.00529,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,mode_diverse_diffusion,1,0,0,0.00122,0.21011,0.10751,0.01505,2.44492,0.44651,0.00549,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,diffusion_cem_hybrid,1,0,0,0.00000,0.19965,0.10382,0.00593,2.42625,0.43987,0.00829,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,chomp_like_optimizer,1,0,0,0.00000,0.19232,0.10169,0.00604,2.41560,0.43780,0.01188,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,cem_trajectory_optimizer,1,0,0,0.00610,0.21768,0.11367,0.02197,2.46025,0.45943,0.01057,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,graph_search_planner,1,0,0,0.00044,0.20862,0.10660,0.00708,2.44202,0.44309,0.00658,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,3,support_aware_energy_bridge_v5,1,0,0,0.00000,0.20965,0.10508,0.00810,2.43561,0.44197,0.00608,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,energy_rerank_unguided,1,0,0,0.00088,0.28079,0.10518,0.01180,2.39328,0.43587,0.00596,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,energy_guided_diffusion,1,0,0,0.00353,0.26985,0.10287,0.07247,2.44157,0.58732,0.00845,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,strong_guided_diffusion,1,0,0,0.00317,0.27834,0.10410,0.01482,2.38996,0.43633,0.00593,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,support_projected_guidance,1,0,0,0.00256,0.27967,0.10514,0.00819,2.39010,0.43407,0.00579,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,mode_diverse_diffusion,1,0,0,0.00274,0.27904,0.10455,0.01466,2.39260,0.43836,0.00657,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,diffusion_cem_hybrid,1,0,0,0.00000,0.27256,0.10082,0.00545,2.37929,0.43100,0.00690,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,chomp_like_optimizer,1,0,0,0.00000,0.26089,0.09840,0.00576,2.36920,0.42909,0.00997,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,cem_trajectory_optimizer,1,0,0,0.00456,0.26823,0.10508,0.03132,2.39608,0.44775,0.01056,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,graph_search_planner,1,0,0,0.00085,0.27930,0.10326,0.00754,2.39323,0.43408,0.00587,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,4,support_aware_energy_bridge_v5,1,0,0,0.00000,0.27451,0.10335,0.00704,2.38147,0.43189,0.00755,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,energy_rerank_unguided,1,0,0,0.00161,0.27064,0.10339,0.01436,2.38164,0.43490,0.00413,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,energy_guided_diffusion,1,0,0,0.00285,0.26807,0.09946,0.05155,2.40389,0.50305,0.00582,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,strong_guided_diffusion,1,0,0,0.00334,0.27320,0.10182,0.01062,2.37831,0.43311,0.00404,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,support_projected_guidance,1,0,0,0.00283,0.27375,0.10109,0.00958,2.37855,0.43224,0.00437,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,mode_diverse_diffusion,1,0,0,0.00130,0.26642,0.10020,0.02052,2.38940,0.43781,0.00505,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,diffusion_cem_hybrid,1,0,0,0.00000,0.26569,0.09795,0.00547,2.36761,0.42886,0.00679,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,chomp_like_optimizer,1,0,0,0.00000,0.26108,0.09698,0.00578,2.36042,0.42747,0.00957,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,cem_trajectory_optimizer,1,0,0,0.00582,0.26684,0.10234,0.01531,2.38797,0.43874,0.01009,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,graph_search_planner,1,0,0,0.00107,0.28032,0.10124,0.00675,2.38231,0.43195,0.00470,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,5,support_aware_energy_bridge_v5,1,0,0,0.00000,0.27010,0.09957,0.00651,2.37479,0.43034,0.00527,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,energy_rerank_unguided,1,0,0,0.00061,0.24189,0.10610,0.01092,2.43419,0.44319,0.00507,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,energy_guided_diffusion,1,0,0,0.00533,0.23746,0.10534,0.04057,2.45025,0.51392,0.00660,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,strong_guided_diffusion,1,0,0,0.00384,0.24418,0.10342,0.01057,2.42966,0.44342,0.00484,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,support_projected_guidance,0,0,1,0.00146,0.01743,0.20500,0.12051,2.79170,0.83745,0.07385,1.00000,lower,upper,0.7917,0,0.2083,dynamic_violation,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,mode_diverse_diffusion,1,0,0,0.00062,0.24373,0.10331,0.01490,2.43422,0.44422,0.00498,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,diffusion_cem_hybrid,1,0,0,0.00000,0.23401,0.10066,0.00620,2.41825,0.43837,0.00764,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,chomp_like_optimizer,1,0,0,0.00000,0.22434,0.09938,0.00606,2.40535,0.43591,0.01215,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,cem_trajectory_optimizer,1,0,0,0.00921,0.24399,0.11468,0.02214,2.45559,0.45740,0.01013,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,graph_search_planner,1,0,0,0.00037,0.24669,0.10434,0.00777,2.43491,0.44187,0.00512,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,6,support_aware_energy_bridge_v5,1,0,0,0.00000,0.24390,0.10226,0.00827,2.42526,0.44002,0.00591,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,energy_rerank_unguided,1,0,0,0.00028,0.28046,0.10456,0.01192,2.44545,0.44637,0.00526,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,energy_guided_diffusion,1,0,0,0.00374,0.26531,0.10221,0.06999,2.48246,0.56206,0.00761,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,strong_guided_diffusion,1,0,0,0.00347,0.28158,0.10220,0.01576,2.44204,0.44672,0.00562,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,support_projected_guidance,1,0,0,0.00284,0.28158,0.10304,0.01028,2.44200,0.44430,0.00514,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,mode_diverse_diffusion,1,0,0,0.00029,0.28155,0.10619,0.01336,2.44532,0.44565,0.00531,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,diffusion_cem_hybrid,1,0,0,0.00000,0.27223,0.10181,0.00629,2.42991,0.44063,0.00597,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,chomp_like_optimizer,1,0,0,0.00000,0.26989,0.09956,0.00583,2.42070,0.43879,0.00878,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,cem_trajectory_optimizer,1,0,0,0.00506,0.26615,0.10223,0.01746,2.43576,0.44700,0.00000,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,graph_search_planner,1,0,0,0.00092,0.28717,0.10426,0.00784,2.44638,0.44401,0.00495,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,1,7,support_aware_energy_bridge_v5,1,0,0,0.00000,0.27527,0.10215,0.00694,2.43638,0.44198,0.00570,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,energy_rerank_unguided,1,0,0,0.00025,0.23268,0.10146,0.01406,2.40251,0.43803,0.00560,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,energy_guided_diffusion,0,1,1,0.00402,-0.08375,0.29122,0.22235,2.77826,2.08055,0.05992,1.00000,lower,upper,0.7917,0,0.2083,collision_shortcut_from_guidance,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,strong_guided_diffusion,1,0,0,0.00336,0.23026,0.10029,0.01537,2.39857,0.43763,0.00524,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,support_projected_guidance,1,0,0,0.00280,0.23286,0.09909,0.00911,2.39919,0.43605,0.00528,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,mode_diverse_diffusion,1,0,0,0.00645,0.23489,0.10188,0.01494,2.40471,0.44169,0.00666,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,diffusion_cem_hybrid,1,0,0,0.00000,0.22270,0.09810,0.00610,2.38745,0.43263,0.00778,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,chomp_like_optimizer,1,0,0,0.00000,0.21470,0.09620,0.00566,2.37851,0.43085,0.01112,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,cem_trajectory_optimizer,1,0,0,0.01032,0.24131,0.10581,0.03043,2.41839,0.45901,0.01071,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,graph_search_planner,1,0,0,0.00068,0.23144,0.10123,0.00703,2.40568,0.43646,0.00584,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,0,support_aware_energy_bridge_v5,1,0,0,0.00000,0.22661,0.09982,0.00706,2.39414,0.43404,0.00595,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,energy_rerank_unguided,0,1,0,0.00055,-0.29753,0.10463,0.01170,2.43436,7.66051,0.00483,1.00000,lower,upper,0.7917,0,0.2083,collision_shortcut_from_guidance,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,energy_guided_diffusion,1,0,0,0.00272,0.24645,0.10225,0.08485,2.46778,0.60944,0.00874,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,strong_guided_diffusion,0,0,1,0.00266,0.01270,0.20500,0.12624,2.87698,0.92391,0.08114,1.00000,lower,upper,0.7917,0,0.2083,dynamic_violation,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,support_projected_guidance,1,0,0,0.00290,0.25709,0.10305,0.01025,2.40348,0.43697,0.00600,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,mode_diverse_diffusion,1,0,0,0.00092,0.25870,0.10179,0.01283,2.40925,0.43961,0.00614,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,diffusion_cem_hybrid,1,0,0,0.00000,0.24064,0.09859,0.00638,2.38748,0.43266,0.00915,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,chomp_like_optimizer,1,0,0,0.00000,0.23467,0.09850,0.00570,2.37755,0.43072,0.01172,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,cem_trajectory_optimizer,1,0,0,0.00196,0.26176,0.10148,0.01636,2.41313,0.44077,0.00000,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,graph_search_planner,1,0,0,0.00049,0.25616,0.10253,0.00711,2.40629,0.43642,0.00667,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,1,support_aware_energy_bridge_v5,1,0,0,0.00000,0.24832,0.10006,0.00616,2.39866,0.43476,0.00626,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,energy_rerank_unguided,1,0,0,0.00115,0.24734,0.10943,0.01300,2.45564,0.44828,0.00479,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,energy_guided_diffusion,1,0,0,0.00283,0.24673,0.10932,0.04203,2.45918,0.49974,0.00621,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,strong_guided_diffusion,1,0,0,0.00303,0.24724,0.10617,0.01098,2.45093,0.44708,0.00489,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,support_projected_guidance,0,0,1,0.00235,0.01793,0.20500,0.12954,2.70289,0.77139,0.05986,1.00000,lower,upper,0.7917,0,0.2083,dynamic_violation,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,mode_diverse_diffusion,1,0,0,0.00115,0.24683,0.11204,0.01198,2.45579,0.44784,0.00470,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,diffusion_cem_hybrid,1,0,0,0.00000,0.23917,0.10564,0.00604,2.43861,0.44217,0.00746,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,chomp_like_optimizer,1,0,0,0.00000,0.23010,0.10379,0.00615,2.42397,0.43938,0.01117,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,cem_trajectory_optimizer,1,0,0,0.00514,0.24314,0.10938,0.01803,2.45947,0.45244,0.00000,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,graph_search_planner,1,0,0,0.00121,0.24761,0.10883,0.00724,2.45282,0.44522,0.00483,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,2,support_aware_energy_bridge_v5,1,0,0,0.00000,0.24163,0.10693,0.00687,2.44506,0.44351,0.00694,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,energy_rerank_unguided,1,0,0,0.00061,0.33802,0.10025,0.01195,2.38222,0.43442,0.00517,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,energy_guided_diffusion,1,0,0,0.00352,0.33285,0.09967,0.06814,2.39445,0.56480,0.00779,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,strong_guided_diffusion,0,0,1,0.00244,0.00883,0.20500,0.14456,2.96010,0.96314,0.10495,1.00000,lower,upper,0.7917,0,0.2083,dynamic_violation,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,support_projected_guidance,1,0,0,0.00305,0.33971,0.10129,0.00905,2.37656,0.43190,0.00533,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,mode_diverse_diffusion,1,0,0,0.00062,0.33811,0.10020,0.01376,2.38193,0.43419,0.00515,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,diffusion_cem_hybrid,1,0,0,0.00000,0.32586,0.09674,0.00583,2.36386,0.42818,0.00791,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,chomp_like_optimizer,1,0,0,0.00000,0.32929,0.09533,0.00577,2.35608,0.42663,0.01106,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,cem_trajectory_optimizer,1,0,0,0.00476,0.33670,0.10135,0.01409,2.38797,0.43657,0.00000,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,graph_search_planner,1,0,0,0.00121,0.33836,0.10003,0.00670,2.37890,0.43127,0.00496,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,3,support_aware_energy_bridge_v5,1,0,0,0.00000,0.33646,0.09830,0.00600,2.37171,0.42972,0.00682,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,4,energy_rerank_unguided,1,0,0,0.00213,0.21991,0.10884,0.01357,2.45455,0.44720,0.00465,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,4,energy_guided_diffusion,1,0,0,0.00349,0.21109,0.10503,0.07320,2.49534,0.61109,0.00791,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,4,strong_guided_diffusion,1,0,0,0.00327,0.21555,0.10664,0.01198,2.44929,0.44667,0.00470,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
support_gap_sweep,2,4,support_projected_guidance,1,0,0,0.00329,0.21776,0.10581,0.00965,2.44880,0.44581,0.00495,0.00000,upper,upper,0.2083,0,0.2083,success,support frequency sweep upper=0.21,0.60
