split,seed,task_id,method,success,collision,dynamic_violation,goal_error,min_clearance,max_speed,max_accel,path_length,task_energy,support_distance,risk_proxy,mode,target_mode,mode_frequency_in_prior,mode_escape,target_support_frequency,failure_label,description,ablation
rare_mode_recovery,0,1,no_prior_score,1,0,0,0.00000,0.23648,0.09876,0.00638,2.38570,0.43223,0.00859,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,1,rerank_only,0,1,0,0.00034,-0.30235,0.10350,0.01340,2.43528,7.67601,0.00473,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,1,sample_count_only,1,0,0,0.00111,0.24363,0.10269,0.01416,2.40789,0.43944,0.00559,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,1,optimizer_handoff,1,0,0,0.00000,0.23637,0.09854,0.00650,2.38526,0.43223,0.00844,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,2,support_aware_v5_full,1,0,0,0.00000,0.25096,0.09795,0.00691,2.36865,0.42933,0.00539,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,2,no_bridge_proposals,0,0,1,0.00197,0.01046,0.20500,0.18202,2.94028,1.07337,0.08600,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,2,no_support_awareness,1,0,0,0.00149,0.25307,0.10001,0.01072,2.37954,0.43262,0.00607,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,2,no_safety_projection,0,1,1,0.00289,-0.06664,0.33739,0.27835,2.63272,2.27505,0.05863,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,2,no_mode_diversity,0,1,1,0.00186,-0.11695,0.20500,0.15972,2.76875,1.44499,0.09429,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,2,no_energy_gradient,1,0,0,0.00145,0.25808,0.09944,0.00783,2.38006,0.43171,0.00668,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,2,no_prior_score,1,0,0,0.00000,0.24366,0.09628,0.00623,2.36090,0.42777,0.00935,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,2,rerank_only,1,0,0,0.00257,0.25345,0.09934,0.01402,2.37988,0.43675,0.00506,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,2,sample_count_only,1,0,0,0.00256,0.25223,0.10016,0.01551,2.37858,0.43588,0.00506,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,2,optimizer_handoff,1,0,0,0.00000,0.24618,0.09629,0.00622,2.36218,0.42793,0.00688,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,3,support_aware_v5_full,1,0,0,0.00000,0.25008,0.10312,0.00612,2.42362,0.43950,0.00656,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,3,no_bridge_proposals,0,0,1,0.00195,0.01799,0.20500,0.12871,2.73928,0.78905,0.06211,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,3,no_support_awareness,1,0,0,0.00102,0.25710,0.10343,0.01005,2.43194,0.44191,0.00756,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,3,no_safety_projection,0,1,1,0.00325,-0.04488,0.23494,0.16236,2.64988,1.03927,0.05150,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,3,no_mode_diversity,1,0,0,0.00207,0.01800,0.16703,0.08560,2.74103,0.69998,0.06594,0.03960,lower,upper,0.9583,0,0.0417,success,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,3,no_energy_gradient,1,0,0,0.00028,0.25301,0.10387,0.00715,2.42607,0.44020,0.00595,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,3,no_prior_score,1,0,0,0.00000,0.24423,0.10176,0.00656,2.41101,0.43708,0.00892,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,3,rerank_only,1,0,0,0.00217,0.25687,0.10218,0.01270,2.42707,0.44291,0.00541,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,3,sample_count_only,0,0,1,0.00040,0.01689,0.20500,0.13497,2.75224,0.86986,0.06145,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,3,optimizer_handoff,1,0,0,0.00000,0.24402,0.10051,0.00590,2.41275,0.43735,0.00947,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,4,support_aware_v5_full,1,0,0,0.00000,0.25640,0.10158,0.00671,2.39256,0.43379,0.00691,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,4,no_bridge_proposals,0,0,1,0.00202,0.01153,0.20500,0.14482,2.91351,0.99105,0.08386,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,4,no_support_awareness,1,0,0,0.00049,0.24949,0.10384,0.01090,2.40275,0.43646,0.00874,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,4,no_safety_projection,0,1,1,0.00316,-0.07380,0.33581,0.31545,2.72798,2.56754,0.06120,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,4,no_mode_diversity,1,0,0,0.00285,0.26578,0.10408,0.01412,2.39860,0.43654,0.00582,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,4,no_energy_gradient,1,0,0,0.00053,0.26151,0.10425,0.00836,2.40301,0.43608,0.00793,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,4,no_prior_score,1,0,0,0.00000,0.25151,0.10088,0.00599,2.38534,0.43215,0.00787,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,4,rerank_only,1,0,0,0.00323,0.26504,0.10608,0.01593,2.40028,0.44055,0.00595,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,4,sample_count_only,0,0,1,0.00099,0.01507,0.20500,0.16701,2.91841,1.04303,0.08581,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,4,optimizer_handoff,1,0,0,0.00000,0.24765,0.10153,0.00628,2.38701,0.43248,0.00793,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,5,support_aware_v5_full,1,0,0,0.00000,0.21100,0.10507,0.00747,2.45200,0.44494,0.00700,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,5,no_bridge_proposals,1,0,0,0.00374,0.21877,0.10524,0.01207,2.46145,0.44829,0.00637,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,5,no_support_awareness,1,0,0,0.00037,0.21960,0.10643,0.00932,2.46395,0.44761,0.00501,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,5,no_safety_projection,0,1,1,0.00325,-0.02916,0.20971,0.12598,2.65623,0.99302,0.06046,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,5,no_mode_diversity,0,0,1,0.00175,0.01800,0.20500,0.11618,2.72550,0.74916,0.07139,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,5,no_energy_gradient,1,0,0,0.00072,0.21571,0.10723,0.00754,2.46132,0.44685,0.00465,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,5,no_prior_score,1,0,0,0.00000,0.19963,0.10380,0.00695,2.44296,0.44304,0.00867,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,5,rerank_only,0,1,0,0.00033,-0.25523,0.10319,0.01297,2.38403,6.83278,0.00480,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,5,sample_count_only,0,0,1,0.00035,0.01795,0.20500,0.13080,2.73465,0.82122,0.07130,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,5,optimizer_handoff,1,0,0,0.00000,0.20746,0.10390,0.00669,2.44474,0.44339,0.00817,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,6,support_aware_v5_full,1,0,0,0.00000,0.22151,0.10517,0.00653,2.43240,0.44116,0.00763,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,6,no_bridge_proposals,0,0,1,0.00180,0.01790,0.20500,0.13608,2.70221,0.78677,0.05856,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,6,no_support_awareness,1,0,0,0.00148,0.23036,0.10723,0.00865,2.44375,0.44409,0.00821,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,6,no_safety_projection,0,1,1,0.00372,-0.02707,0.20771,0.11817,2.62963,0.88977,0.05079,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,6,no_mode_diversity,1,0,0,0.00253,0.21712,0.10380,0.01221,2.43504,0.44327,0.00498,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,6,no_energy_gradient,1,0,0,0.00106,0.22474,0.10745,0.00849,2.44033,0.44303,0.00712,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,6,no_prior_score,1,0,0,0.00000,0.21723,0.10213,0.00648,2.42214,0.43912,0.01039,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,6,rerank_only,1,0,0,0.00419,0.21611,0.10483,0.01201,2.43561,0.44518,0.00506,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,6,sample_count_only,0,0,1,0.00008,0.01787,0.20500,0.13610,2.71170,0.81907,0.05856,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,6,optimizer_handoff,1,0,0,0.00000,0.21697,0.10270,0.00610,2.42548,0.43972,0.00967,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,7,support_aware_v5_full,1,0,0,0.00000,0.21545,0.10147,0.00657,2.40678,0.43629,0.00588,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,7,no_bridge_proposals,0,0,1,0.00171,0.01743,0.20500,0.12273,2.82613,0.84918,0.07975,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,7,no_support_awareness,1,0,0,0.00036,0.21423,0.10273,0.01019,2.41949,0.43948,0.00623,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,7,no_safety_projection,0,1,1,0.00302,-0.05246,0.27441,0.20603,2.68298,1.47983,0.06046,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,7,no_mode_diversity,0,0,1,0.00175,0.01768,0.20500,0.12403,2.82787,0.87888,0.07874,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,7,no_energy_gradient,1,0,0,0.00120,0.21958,0.10396,0.00711,2.41732,0.43861,0.00604,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,7,no_prior_score,1,0,0,0.00000,0.21130,0.09970,0.00594,2.40309,0.43548,0.00687,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,7,rerank_only,1,0,0,0.00328,0.21552,0.10317,0.01381,2.41435,0.44244,0.00467,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,7,sample_count_only,1,0,0,0.00328,0.21807,0.10358,0.01531,2.41508,0.44383,0.00474,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,7,optimizer_handoff,1,0,0,0.00000,0.20577,0.10052,0.00613,2.40026,0.43510,0.00761,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,8,support_aware_v5_full,1,0,0,0.00000,0.24321,0.10292,0.00719,2.44267,0.44318,0.00647,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,8,no_bridge_proposals,0,0,1,0.00271,0.01791,0.20500,0.13331,2.68425,0.77471,0.05794,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,8,no_support_awareness,1,0,0,0.00190,0.24799,0.10468,0.00922,2.45101,0.44577,0.00741,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,8,no_safety_projection,0,1,1,0.00284,-0.02653,0.21396,0.13894,2.61408,0.87917,0.05027,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,8,no_mode_diversity,1,0,0,0.00237,0.01800,0.18487,0.09989,2.68331,0.67822,0.06028,0.04797,lower,upper,0.9583,0,0.0417,success,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,8,no_energy_gradient,1,0,0,0.00216,0.24075,0.10258,0.01122,2.44301,0.44443,0.00683,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,8,no_prior_score,1,0,0,0.00000,0.23363,0.10014,0.00618,2.42976,0.44053,0.00982,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,8,rerank_only,0,1,0,0.00065,-0.22477,0.10069,0.01145,2.38932,5.04510,0.00483,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,8,sample_count_only,0,0,1,0.00055,0.01799,0.20500,0.12622,2.69785,0.79974,0.05852,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,8,optimizer_handoff,1,0,0,0.00000,0.24402,0.10115,0.00719,2.43664,0.44187,0.00974,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,0,9,support_aware_v5_full,1,0,0,0.00000,0.29843,0.09982,0.00669,2.37981,0.43131,0.01051,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,0,9,no_bridge_proposals,0,0,1,0.00217,0.00903,0.20500,0.14142,2.88768,0.98291,0.07850,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,0,9,no_support_awareness,1,0,0,0.00198,0.29921,0.10036,0.01028,2.38624,0.43460,0.00834,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,0,9,no_safety_projection,0,1,1,0.00322,-0.07043,0.38301,0.30972,2.57854,2.62857,0.05686,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,0,9,no_mode_diversity,0,0,1,0.00219,0.00887,0.20500,0.13866,2.88793,0.97534,0.07793,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,0,9,no_energy_gradient,1,0,0,0.00016,0.30259,0.10163,0.00699,2.39002,0.43335,0.00674,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,0,9,no_prior_score,1,0,0,0.00000,0.28314,0.09911,0.00659,2.36774,0.42902,0.01346,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,0,9,rerank_only,0,1,0,0.00104,-0.28393,0.10795,0.01222,2.45250,6.44074,0.00440,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,0,9,sample_count_only,1,0,0,0.00501,0.30123,0.10374,0.02082,2.40265,0.44142,0.00425,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,0,9,optimizer_handoff,1,0,0,0.00000,0.29348,0.09817,0.00620,2.37423,0.43014,0.01011,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,1,0,support_aware_v5_full,1,0,0,0.00000,0.23233,0.10185,0.00665,2.39856,0.43480,0.00797,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,1,0,no_bridge_proposals,0,0,1,0.00196,0.01062,0.20500,0.12984,2.90535,0.95645,0.09568,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,1,0,no_support_awareness,1,0,0,0.00256,0.24131,0.10421,0.00914,2.40760,0.43759,0.00577,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,1,0,no_safety_projection,0,1,1,0.00296,-0.08276,0.33038,0.27552,2.68156,2.30598,0.06118,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,1,0,no_mode_diversity,0,0,1,0.00162,0.01305,0.20500,0.13065,2.90952,0.95164,0.08844,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,1,0,no_energy_gradient,1,0,0,0.00069,0.23938,0.10443,0.00705,2.40702,0.43656,0.00648,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,1,0,no_prior_score,1,0,0,0.00000,0.22784,0.09823,0.00650,2.38937,0.43301,0.00978,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,1,0,rerank_only,0,1,0,0.00048,-0.31317,0.10557,0.01440,2.43738,8.19822,0.00490,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,1,0,sample_count_only,1,0,0,0.00162,0.23962,0.10413,0.01583,2.40913,0.44188,0.00552,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,1,0,optimizer_handoff,1,0,0,0.00000,0.23202,0.10073,0.00574,2.39471,0.43395,0.00924,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,1,1,support_aware_v5_full,1,0,0,0.00000,0.22061,0.10376,0.00789,2.45212,0.44509,0.00816,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,1,1,no_bridge_proposals,0,0,1,0.00244,0.01800,0.19009,0.12020,2.62764,0.70132,0.05216,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,1,1,no_support_awareness,1,0,0,0.00106,0.21864,0.10742,0.01057,2.46203,0.44755,0.00482,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,1,1,no_safety_projection,0,1,1,0.00330,-0.02137,0.17834,0.10584,2.58303,0.77499,0.04540,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,1,1,no_mode_diversity,0,0,1,0.00207,0.01800,0.19889,0.12219,2.62764,0.70602,0.05195,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,1,1,no_energy_gradient,1,0,0,0.00155,0.22259,0.10842,0.00865,2.46234,0.44714,0.00559,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
