split,seed,task_id,method,success,collision,dynamic_violation,goal_error,min_clearance,max_speed,max_accel,path_length,task_energy,support_distance,risk_proxy,mode,target_mode,mode_frequency_in_prior,mode_escape,target_support_frequency,failure_label,description,ablation
rare_mode_recovery,2,7,sample_count_only,1,0,0,0.00193,0.23028,0.10278,0.01699,2.41535,0.44136,0.00585,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,2,7,optimizer_handoff,1,0,0,0.00000,0.22521,0.09869,0.00575,2.39797,0.43457,0.00656,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,2,8,support_aware_v5_full,1,0,0,0.00000,0.24860,0.10218,0.00661,2.42461,0.43979,0.00876,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,2,8,no_bridge_proposals,1,0,0,0.00239,0.25044,0.10517,0.01739,2.43222,0.44459,0.00638,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,2,8,no_support_awareness,1,0,0,0.00188,0.24485,0.10249,0.01110,2.43208,0.44220,0.00998,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,2,8,no_safety_projection,0,1,1,0.00387,-0.02858,0.22401,0.15746,2.61387,0.95551,0.04979,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,2,8,no_mode_diversity,1,0,0,0.00255,0.24819,0.10462,0.01719,2.43259,0.44469,0.00611,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,2,8,no_energy_gradient,1,0,0,0.00110,0.24589,0.10306,0.00796,2.42993,0.44103,0.00978,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,2,8,no_prior_score,1,0,0,0.00000,0.23894,0.09987,0.00585,2.41250,0.43732,0.01072,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,2,8,rerank_only,0,1,0,0.00077,-0.23133,0.09954,0.01352,2.40403,4.80904,0.00503,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,2,8,sample_count_only,0,0,1,0.00073,0.01678,0.20500,0.14472,2.71282,0.88126,0.05892,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,2,8,optimizer_handoff,1,0,0,0.00000,0.24489,0.09954,0.00620,2.42154,0.43901,0.00990,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,2,9,support_aware_v5_full,1,0,0,0.00000,0.19603,0.10518,0.00761,2.44466,0.44353,0.00950,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,2,9,no_bridge_proposals,1,0,0,0.00347,0.20263,0.10619,0.01166,2.45942,0.44858,0.00555,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,2,9,no_support_awareness,1,0,0,0.00208,0.19990,0.10648,0.00950,2.45340,0.44587,0.00787,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,2,9,no_safety_projection,0,1,1,0.00317,-0.02661,0.20427,0.10994,2.63262,0.88835,0.05739,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,2,9,no_mode_diversity,0,0,1,0.00213,0.01794,0.20500,0.12371,2.71037,0.76932,0.06614,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,2,9,no_energy_gradient,1,0,0,0.00091,0.20892,0.10673,0.00847,2.45804,0.44631,0.00714,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,2,9,no_prior_score,1,0,0,0.00000,0.18320,0.10106,0.00699,2.43018,0.44078,0.01437,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,2,9,rerank_only,0,1,0,0.00020,-0.24053,0.10161,0.01428,2.38964,6.09347,0.00479,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,2,9,sample_count_only,0,0,1,0.00023,0.01800,0.20500,0.12307,2.71822,0.78514,0.06640,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,2,9,optimizer_handoff,1,0,0,0.00000,0.19678,0.10393,0.00674,2.44080,0.44264,0.01036,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,0,support_aware_v5_full,1,0,0,0.00000,0.24018,0.10127,0.00730,2.39515,0.43429,0.00715,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,0,no_bridge_proposals,0,0,1,0.00208,0.01591,0.20500,0.14307,2.79496,0.93624,0.06778,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,0,no_support_awareness,1,0,0,0.00226,0.23490,0.10432,0.01176,2.39448,0.43568,0.00467,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,0,no_safety_projection,0,1,1,0.00395,-0.04675,0.30623,0.25201,2.65610,1.60641,0.05086,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,0,no_mode_diversity,0,0,1,0.00236,0.01528,0.20500,0.14479,2.79656,0.94756,0.06665,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,0,no_energy_gradient,1,0,0,0.00039,0.24458,0.10236,0.00727,2.40750,0.43661,0.00798,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,0,no_prior_score,1,0,0,0.00000,0.23309,0.09855,0.00628,2.39334,0.43365,0.00830,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,0,rerank_only,0,1,0,0.00075,-0.25226,0.10515,0.01244,2.43512,5.12141,0.00468,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,0,sample_count_only,1,0,0,0.00622,0.23507,0.10532,0.01973,2.40055,0.44090,0.00517,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,0,optimizer_handoff,1,0,0,0.00000,0.23275,0.10036,0.00569,2.39206,0.43348,0.00654,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,1,support_aware_v5_full,1,0,0,0.00000,0.25905,0.10176,0.00689,2.41778,0.43840,0.00892,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,1,no_bridge_proposals,1,0,0,0.00294,0.25046,0.10187,0.01371,2.42593,0.44238,0.00523,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,1,no_support_awareness,1,0,0,0.00200,0.26621,0.10500,0.00908,2.42576,0.44064,0.00744,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,1,no_safety_projection,0,1,1,0.00286,-0.03781,0.25816,0.17098,2.65551,1.14518,0.05457,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,1,no_mode_diversity,0,0,1,0.00177,0.01692,0.20500,0.13312,2.75963,0.85282,0.06534,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,1,no_energy_gradient,1,0,0,0.00094,0.26512,0.10339,0.00699,2.42290,0.43964,0.00665,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,1,no_prior_score,1,0,0,0.00000,0.25694,0.10061,0.00646,2.40614,0.43608,0.01173,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,1,rerank_only,1,0,0,0.00101,0.24868,0.10226,0.01620,2.42861,0.44486,0.00510,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,1,sample_count_only,0,0,1,0.00057,0.01669,0.20500,0.13329,2.77192,0.87719,0.06475,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,1,optimizer_handoff,1,0,0,0.00000,0.24911,0.10075,0.00730,2.41128,0.43717,0.00846,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,2,support_aware_v5_full,1,0,0,0.00000,0.27953,0.09825,0.00640,2.37357,0.43013,0.00772,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,2,no_bridge_proposals,0,0,1,0.00173,0.00289,0.20500,0.15192,2.94970,1.04273,0.09298,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,2,no_support_awareness,1,0,0,0.00112,0.29093,0.10079,0.00968,2.38231,0.43232,0.00751,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,2,no_safety_projection,0,1,1,0.00370,-0.08406,0.40608,0.31810,2.69013,3.10730,0.06032,1.02383,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,2,no_mode_diversity,0,0,1,0.00169,0.00796,0.20500,0.15550,2.94456,1.01909,0.09534,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,2,no_energy_gradient,1,0,0,0.00039,0.28973,0.10013,0.00835,2.38395,0.43225,0.00703,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,2,no_prior_score,1,0,0,0.00000,0.27057,0.09585,0.00572,2.35875,0.42725,0.01447,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,2,rerank_only,0,1,0,0.00043,-0.30420,0.10711,0.01451,2.45715,7.65980,0.00481,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,2,sample_count_only,0,0,1,0.00045,0.00645,0.20500,0.13070,2.94910,0.96554,0.10037,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,2,optimizer_handoff,1,0,0,0.00000,0.28086,0.09689,0.00614,2.37144,0.42956,0.00886,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,3,support_aware_v5_full,1,0,0,0.00000,0.23638,0.10042,0.00721,2.39654,0.43447,0.00793,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,3,no_bridge_proposals,0,0,1,0.00207,0.01645,0.20500,0.13309,2.81045,0.89759,0.06799,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,3,no_support_awareness,1,0,0,0.00131,0.24231,0.10088,0.00958,2.40362,0.43661,0.00671,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,3,no_safety_projection,0,1,1,0.00309,-0.04474,0.27365,0.20720,2.71111,1.41289,0.05437,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,3,no_mode_diversity,0,0,1,0.00206,0.01656,0.20500,0.13394,2.81018,0.90537,0.06870,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,3,no_energy_gradient,1,0,0,0.00056,0.24790,0.10095,0.00771,2.40673,0.43654,0.00557,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,3,no_prior_score,1,0,0,0.00000,0.22658,0.09906,0.00599,2.37944,0.43119,0.01405,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,3,rerank_only,0,1,0,0.00042,-0.26292,0.10597,0.01275,2.42996,6.14973,0.00406,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,3,sample_count_only,1,0,0,0.00158,0.25237,0.10177,0.01521,2.41741,0.44328,0.00490,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,3,optimizer_handoff,1,0,0,0.00000,0.23866,0.09893,0.00558,2.39236,0.43352,0.00821,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,4,support_aware_v5_full,1,0,0,0.00000,0.23693,0.10228,0.00642,2.41365,0.43760,0.00775,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,4,no_bridge_proposals,0,0,1,0.00222,0.01674,0.20500,0.13118,2.77885,0.86218,0.06643,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,4,no_support_awareness,1,0,0,0.00061,0.23906,0.10317,0.00955,2.42064,0.44022,0.00740,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,4,no_safety_projection,0,1,1,0.00322,-0.04589,0.25843,0.16715,2.67412,1.23630,0.05403,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,4,no_mode_diversity,0,0,1,0.00196,0.01678,0.20500,0.13116,2.78064,0.86322,0.06668,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,4,no_energy_gradient,1,0,0,0.00134,0.24429,0.10523,0.00700,2.42064,0.43923,0.00647,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,4,no_prior_score,1,0,0,0.00000,0.22776,0.10028,0.00590,2.40109,0.43517,0.01009,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,4,rerank_only,0,1,0,0.00016,-0.25997,0.10236,0.01026,2.41913,6.12431,0.00435,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,4,sample_count_only,0,0,1,0.00011,0.01696,0.20500,0.13099,2.79132,0.87215,0.06832,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,4,optimizer_handoff,1,0,0,0.00000,0.23677,0.10128,0.00576,2.40694,0.43627,0.00881,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,5,support_aware_v5_full,1,0,0,0.00000,0.24009,0.10043,0.00678,2.41143,0.43726,0.00809,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,5,no_bridge_proposals,0,0,1,0.00187,0.01459,0.20500,0.14178,2.81367,0.92344,0.07614,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,5,no_support_awareness,1,0,0,0.00064,0.25041,0.10098,0.00961,2.42076,0.43969,0.00841,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,5,no_safety_projection,0,1,1,0.00408,-0.04621,0.26099,0.20240,2.69043,1.39886,0.06114,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,5,no_mode_diversity,0,0,1,0.00204,0.01700,0.20500,0.14564,2.81392,0.90729,0.07450,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,5,no_energy_gradient,1,0,0,0.00059,0.25143,0.10153,0.00788,2.41833,0.43884,0.00733,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,5,no_prior_score,1,0,0,0.00000,0.23323,0.09768,0.00607,2.39397,0.43377,0.01250,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,5,rerank_only,0,1,0,0.00024,-0.27939,0.10186,0.01280,2.41459,7.12425,0.00357,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,5,sample_count_only,0,0,1,0.00027,0.01653,0.20500,0.12593,2.82478,0.88280,0.07710,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,5,optimizer_handoff,1,0,0,0.00000,0.23613,0.09963,0.00657,2.40276,0.43554,0.01006,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,6,support_aware_v5_full,1,0,0,0.00000,0.20328,0.10687,0.00865,2.45101,0.44481,0.01010,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,6,no_bridge_proposals,1,0,0,0.00296,0.20892,0.10535,0.01379,2.46606,0.44976,0.00389,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,6,no_support_awareness,1,0,0,0.00305,0.21214,0.10829,0.00936,2.46437,0.44879,0.00684,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,6,no_safety_projection,0,1,0,0.00333,-0.02227,0.19259,0.10236,2.59829,0.79809,0.04553,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,6,no_mode_diversity,0,0,1,0.00240,0.01800,0.20500,0.13096,2.65988,0.74748,0.05286,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,6,no_energy_gradient,1,0,0,0.00059,0.21163,0.10823,0.00791,2.46073,0.44669,0.00754,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,6,no_prior_score,1,0,0,0.00000,0.20614,0.10498,0.00642,2.44753,0.44382,0.01093,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,6,rerank_only,0,1,0,0.00073,-0.21554,0.10177,0.01117,2.38964,4.76350,0.00437,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,6,sample_count_only,0,0,1,0.00067,0.01792,0.20500,0.13308,2.67582,0.76954,0.05300,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,6,optimizer_handoff,1,0,0,0.00000,0.20509,0.10494,0.00648,2.44511,0.44348,0.01177,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,7,support_aware_v5_full,1,0,0,0.00000,0.25752,0.09742,0.00635,2.38346,0.43193,0.00728,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,7,no_bridge_proposals,0,0,1,0.00171,0.00945,0.20500,0.12563,2.91836,0.93370,0.09497,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,7,no_support_awareness,1,0,0,0.00125,0.26832,0.10084,0.00946,2.39434,0.43452,0.00570,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,7,no_safety_projection,0,1,1,0.00311,-0.08620,0.32032,0.27922,2.68909,2.34111,0.06116,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,7,no_mode_diversity,1,0,0,0.00296,0.26795,0.10106,0.01140,2.39142,0.43560,0.00444,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,7,no_energy_gradient,1,0,0,0.00006,0.26533,0.09975,0.00692,2.39314,0.43397,0.00544,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,7,no_prior_score,1,0,0,0.00000,0.24645,0.09736,0.00636,2.37239,0.42989,0.01164,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,7,rerank_only,0,1,0,0.00074,-0.31353,0.10621,0.01235,2.44307,8.21945,0.00404,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,7,sample_count_only,0,0,1,0.00083,0.01243,0.20500,0.12378,2.92510,0.96748,0.08705,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,7,optimizer_handoff,1,0,0,0.00000,0.25595,0.09640,0.00587,2.37992,0.43117,0.00837,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,8,support_aware_v5_full,1,0,0,0.00000,0.22976,0.09950,0.00722,2.39140,0.43355,0.00839,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,8,no_bridge_proposals,0,0,1,0.00207,0.00933,0.20500,0.14262,2.82697,0.97392,0.07135,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,8,no_support_awareness,1,0,0,0.00108,0.23520,0.10192,0.00910,2.39980,0.43576,0.00733,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,8,no_safety_projection,0,1,1,0.00302,-0.05443,0.31498,0.26201,2.70650,1.82416,0.05230,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,8,no_mode_diversity,0,0,1,0.00215,0.01646,0.20500,0.13808,2.82486,0.92224,0.07117,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
rare_mode_recovery,3,8,no_energy_gradient,1,0,0,0.00030,0.23835,0.10175,0.00746,2.40026,0.43536,0.00744,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_energy_gradient
rare_mode_recovery,3,8,no_prior_score,1,0,0,0.00000,0.22319,0.09750,0.00656,2.38263,0.43171,0.00906,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_prior_score
rare_mode_recovery,3,8,rerank_only,0,1,0,0.00046,-0.26580,0.10364,0.00973,2.44064,5.67158,0.00489,1.00000,lower,upper,0.9583,0,0.0417,collision_or_blocked_prior_mode,rare safe upper mode with common lower mode blocked,rerank_only
rare_mode_recovery,3,8,sample_count_only,0,0,1,0.00045,0.01337,0.20500,0.14046,2.84036,0.95312,0.07803,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,sample_count_only
rare_mode_recovery,3,8,optimizer_handoff,1,0,0,0.00000,0.23109,0.09857,0.00590,2.38619,0.43236,0.00781,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,optimizer_handoff
rare_mode_recovery,3,9,support_aware_v5_full,1,0,0,0.00000,0.23879,0.09890,0.00683,2.39447,0.43407,0.00677,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,support_aware_v5_full
rare_mode_recovery,3,9,no_bridge_proposals,0,0,1,0.00183,0.01433,0.20500,0.14024,2.89267,0.96047,0.08758,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_bridge_proposals
rare_mode_recovery,3,9,no_support_awareness,1,0,0,0.00192,0.24811,0.10000,0.01069,2.40690,0.43774,0.00687,0.00000,upper,upper,0.0417,1,0.0417,success,rare safe upper mode with common lower mode blocked,no_support_awareness
rare_mode_recovery,3,9,no_safety_projection,0,1,1,0.00318,-0.08247,0.31370,0.24317,2.68595,2.09945,0.06180,1.00000,lower,upper,0.9583,0,0.0417,collision_shortcut_from_guidance,rare safe upper mode with common lower mode blocked,no_safety_projection
rare_mode_recovery,3,9,no_mode_diversity,0,0,1,0.00193,0.01367,0.20500,0.12350,2.89482,0.94262,0.08623,1.00000,lower,upper,0.9583,0,0.0417,dynamic_violation,rare safe upper mode with common lower mode blocked,no_mode_diversity
