split,method,seed,tasks,success,collision,dynamic_violation,mean_energy,support_distance,risk_proxy,mode_escape
off_support_corridor,no_support_awareness,4,10,1.00000,0.00000,0.00000,0.43634,0.61343,0.00327,1.00000
off_support_corridor,no_support_awareness,5,10,1.00000,0.00000,0.00000,0.43915,0.61307,0.00326,1.00000
off_support_corridor,no_support_awareness,6,10,1.00000,0.00000,0.00000,0.43854,0.61259,0.00324,1.00000
off_support_corridor,no_support_awareness,7,10,1.00000,0.00000,0.00000,0.43896,0.61277,0.00325,1.00000
off_support_corridor,no_safety_projection,0,10,0.00000,1.00000,1.00000,1.45228,0.05772,1.00000,0.00000
off_support_corridor,no_safety_projection,1,10,0.00000,1.00000,1.00000,1.23423,0.05699,1.00000,0.00000
off_support_corridor,no_safety_projection,2,10,0.00000,1.00000,1.00000,1.67357,0.05711,1.00000,0.00000
off_support_corridor,no_safety_projection,3,10,0.00000,1.00000,1.00000,1.61070,0.05871,1.00000,0.00000
off_support_corridor,no_safety_projection,4,10,0.00000,1.00000,1.00000,1.95058,0.05953,1.00000,0.00000
off_support_corridor,no_safety_projection,5,10,0.00000,1.00000,1.00000,1.84743,0.05823,1.00000,0.00000
off_support_corridor,no_safety_projection,6,10,0.00000,1.00000,1.00000,1.77945,0.05727,1.00000,0.00000
off_support_corridor,no_safety_projection,7,10,0.00000,1.00000,1.00000,1.73356,0.05874,1.00000,0.00000
off_support_corridor,no_mode_diversity,0,10,0.00000,0.00000,1.00000,0.86723,0.07401,1.00000,0.00000
off_support_corridor,no_mode_diversity,1,10,0.00000,0.00000,1.00000,0.83366,0.07172,1.00000,0.00000
off_support_corridor,no_mode_diversity,2,10,0.00000,0.00000,1.00000,0.90815,0.07751,1.00000,0.00000
off_support_corridor,no_mode_diversity,3,10,0.30000,0.00000,0.70000,0.87140,0.08148,0.71460,0.00000
off_support_corridor,no_mode_diversity,4,10,0.00000,0.20000,1.00000,0.95300,0.08688,1.00000,0.00000
off_support_corridor,no_mode_diversity,5,10,0.00000,0.10000,1.00000,0.90679,0.08461,1.00000,0.00000
off_support_corridor,no_mode_diversity,6,10,0.00000,0.00000,1.00000,0.92565,0.07677,1.00000,0.00000
off_support_corridor,no_mode_diversity,7,10,0.10000,0.00000,0.90000,0.90520,0.08000,0.90762,0.00000
off_support_corridor,no_energy_gradient,0,10,1.00000,0.00000,0.00000,0.44039,0.61326,0.00326,1.00000
off_support_corridor,no_energy_gradient,1,10,1.00000,0.00000,0.00000,0.44121,0.61166,0.00321,1.00000
off_support_corridor,no_energy_gradient,2,10,1.00000,0.00000,0.00000,0.43844,0.61307,0.00326,1.00000
off_support_corridor,no_energy_gradient,3,10,1.00000,0.00000,0.00000,0.43823,0.61204,0.00322,1.00000
off_support_corridor,no_energy_gradient,4,10,1.00000,0.00000,0.00000,0.43609,0.61346,0.00327,1.00000
off_support_corridor,no_energy_gradient,5,10,1.00000,0.00000,0.00000,0.43821,0.61361,0.00327,1.00000
off_support_corridor,no_energy_gradient,6,10,1.00000,0.00000,0.00000,0.43710,0.61287,0.00325,1.00000
off_support_corridor,no_energy_gradient,7,10,1.00000,0.00000,0.00000,0.43814,0.61325,0.00326,1.00000
off_support_corridor,no_prior_score,0,10,1.00000,0.00000,0.00000,0.43631,0.60549,0.00299,1.00000
off_support_corridor,no_prior_score,1,10,1.00000,0.00000,0.00000,0.43724,0.60373,0.00293,1.00000
off_support_corridor,no_prior_score,2,10,1.00000,0.00000,0.00000,0.43447,0.60532,0.00299,1.00000
off_support_corridor,no_prior_score,3,10,1.00000,0.00000,0.00000,0.43392,0.60460,0.00296,1.00000
off_support_corridor,no_prior_score,4,10,1.00000,0.00000,0.00000,0.43188,0.60515,0.00298,1.00000
off_support_corridor,no_prior_score,5,10,1.00000,0.00000,0.00000,0.43433,0.60546,0.00299,1.00000
off_support_corridor,no_prior_score,6,10,1.00000,0.00000,0.00000,0.43306,0.60471,0.00297,1.00000
off_support_corridor,no_prior_score,7,10,1.00000,0.00000,0.00000,0.43421,0.60521,0.00298,1.00000
off_support_corridor,rerank_only,0,10,0.00000,1.00000,0.00000,6.74046,0.00487,1.00000,0.00000
off_support_corridor,rerank_only,1,10,0.00000,1.00000,0.00000,6.40956,0.00483,1.00000,0.00000
off_support_corridor,rerank_only,2,10,0.00000,1.00000,0.00000,6.82322,0.00473,1.00000,0.00000
off_support_corridor,rerank_only,3,10,0.00000,1.00000,0.00000,7.05931,0.00480,1.00000,0.00000
off_support_corridor,rerank_only,4,10,0.00000,1.00000,0.00000,7.09136,0.00467,1.00000,0.00000
off_support_corridor,rerank_only,5,10,0.00000,1.00000,0.00000,7.32765,0.00468,1.00000,0.00000
off_support_corridor,rerank_only,6,10,0.00000,1.00000,0.00000,6.51043,0.00488,1.00000,0.00000
off_support_corridor,rerank_only,7,10,0.00000,1.00000,0.00000,7.06525,0.00473,1.00000,0.00000
off_support_corridor,sample_count_only,0,10,0.00000,0.00000,1.00000,0.86830,0.07568,1.00000,0.00000
off_support_corridor,sample_count_only,1,10,0.00000,0.00000,1.00000,0.85223,0.07179,1.00000,0.00000
off_support_corridor,sample_count_only,2,10,0.00000,0.10000,1.00000,0.92103,0.08090,1.00000,0.00000
off_support_corridor,sample_count_only,3,10,0.00000,0.00000,1.00000,0.90441,0.08188,1.00000,0.00000
off_support_corridor,sample_count_only,4,10,0.00000,0.20000,1.00000,0.98264,0.09177,1.00000,0.00000
off_support_corridor,sample_count_only,5,10,0.10000,0.10000,0.90000,0.93353,0.08563,0.90929,0.00000
off_support_corridor,sample_count_only,6,10,0.00000,0.00000,1.00000,0.91397,0.07892,1.00000,0.00000
off_support_corridor,sample_count_only,7,10,0.00000,0.00000,1.00000,0.90635,0.08155,1.00000,0.00000
off_support_corridor,optimizer_handoff,0,10,1.00000,0.00000,0.00000,0.43704,0.60724,0.00305,1.00000
off_support_corridor,optimizer_handoff,1,10,1.00000,0.00000,0.00000,0.43770,0.60489,0.00297,1.00000
off_support_corridor,optimizer_handoff,2,10,1.00000,0.00000,0.00000,0.43503,0.60687,0.00304,1.00000
off_support_corridor,optimizer_handoff,3,10,1.00000,0.00000,0.00000,0.43469,0.60612,0.00301,1.00000
off_support_corridor,optimizer_handoff,4,10,1.00000,0.00000,0.00000,0.43273,0.60732,0.00305,1.00000
off_support_corridor,optimizer_handoff,5,10,1.00000,0.00000,0.00000,0.43529,0.60762,0.00307,1.00000
off_support_corridor,optimizer_handoff,6,10,1.00000,0.00000,0.00000,0.43374,0.60631,0.00302,1.00000
off_support_corridor,optimizer_handoff,7,10,1.00000,0.00000,0.00000,0.43479,0.60691,0.00304,1.00000
rare_mode_recovery,support_aware_v5_full,0,10,1.00000,0.00000,0.00000,0.43797,0.00754,0.00000,1.00000
rare_mode_recovery,support_aware_v5_full,1,10,1.00000,0.00000,0.00000,0.43836,0.00737,0.00000,1.00000
rare_mode_recovery,support_aware_v5_full,2,10,1.00000,0.00000,0.00000,0.43752,0.00784,0.00000,1.00000
rare_mode_recovery,support_aware_v5_full,3,10,1.00000,0.00000,0.00000,0.43565,0.00801,0.00000,1.00000
rare_mode_recovery,support_aware_v5_full,4,10,1.00000,0.00000,0.00000,0.43787,0.00759,0.00000,1.00000
rare_mode_recovery,support_aware_v5_full,5,10,1.00000,0.00000,0.00000,0.43817,0.00777,0.00000,1.00000
rare_mode_recovery,support_aware_v5_full,6,10,1.00000,0.00000,0.00000,0.43724,0.00751,0.00000,1.00000
rare_mode_recovery,support_aware_v5_full,7,10,1.00000,0.00000,0.00000,0.43536,0.00770,0.00000,1.00000
rare_mode_recovery,no_bridge_proposals,0,10,0.10000,0.00000,0.90000,0.83336,0.06497,0.90000,0.10000
rare_mode_recovery,no_bridge_proposals,1,10,0.20000,0.00000,0.80000,0.78663,0.06182,0.80000,0.20000
rare_mode_recovery,no_bridge_proposals,2,10,0.30000,0.00000,0.70000,0.76440,0.05193,0.70000,0.30000
rare_mode_recovery,no_bridge_proposals,3,10,0.20000,0.00000,0.80000,0.84224,0.06343,0.80000,0.20000
rare_mode_recovery,no_bridge_proposals,4,10,0.20000,0.00000,0.80000,0.78980,0.05674,0.80000,0.20000
rare_mode_recovery,no_bridge_proposals,5,10,0.50000,0.00000,0.50000,0.63754,0.03544,0.50000,0.50000
rare_mode_recovery,no_bridge_proposals,6,10,0.20000,0.00000,0.80000,0.76793,0.05531,0.80000,0.20000
rare_mode_recovery,no_bridge_proposals,7,10,0.40000,0.10000,0.60000,0.78300,0.05574,0.60396,0.30000
rare_mode_recovery,no_support_awareness,0,10,1.00000,0.00000,0.00000,0.44079,0.00736,0.00000,1.00000
rare_mode_recovery,no_support_awareness,1,10,1.00000,0.00000,0.00000,0.44099,0.00677,0.00000,1.00000
rare_mode_recovery,no_support_awareness,2,10,1.00000,0.00000,0.00000,0.44046,0.00763,0.00000,1.00000
rare_mode_recovery,no_support_awareness,3,10,1.00000,0.00000,0.00000,0.43820,0.00689,0.00000,1.00000
rare_mode_recovery,no_support_awareness,4,10,1.00000,0.00000,0.00000,0.44047,0.00758,0.00000,1.00000
rare_mode_recovery,no_support_awareness,5,10,1.00000,0.00000,0.00000,0.44066,0.00773,0.00000,1.00000
rare_mode_recovery,no_support_awareness,6,10,1.00000,0.00000,0.00000,0.43971,0.00658,0.00000,1.00000
rare_mode_recovery,no_support_awareness,7,10,1.00000,0.00000,0.00000,0.43827,0.00668,0.00000,1.00000
rare_mode_recovery,no_safety_projection,0,10,0.00000,1.00000,1.00000,1.56597,0.05566,1.00000,0.00000
rare_mode_recovery,no_safety_projection,1,10,0.00000,1.00000,1.00000,1.62439,0.05739,1.00000,0.00000
rare_mode_recovery,no_safety_projection,2,10,0.30000,0.70000,0.70000,1.14962,0.04020,0.70000,0.30000
rare_mode_recovery,no_safety_projection,3,10,0.00000,1.00000,0.90000,1.69698,0.05561,1.00238,0.00000
rare_mode_recovery,no_safety_projection,4,10,0.30000,0.70000,0.70000,1.13686,0.03917,0.70000,0.30000
rare_mode_recovery,no_safety_projection,5,10,0.20000,0.80000,0.80000,1.17905,0.04387,0.80000,0.20000
rare_mode_recovery,no_safety_projection,6,10,0.50000,0.50000,0.50000,0.81124,0.02994,0.50000,0.50000
rare_mode_recovery,no_safety_projection,7,10,0.50000,0.50000,0.50000,1.17937,0.03185,0.50000,0.50000
rare_mode_recovery,no_mode_diversity,0,10,0.50000,0.10000,0.50000,0.74479,0.05178,0.50876,0.30000
rare_mode_recovery,no_mode_diversity,1,10,0.20000,0.00000,0.80000,0.75850,0.05999,0.80000,0.20000
rare_mode_recovery,no_mode_diversity,2,10,0.20000,0.00000,0.80000,0.79456,0.05811,0.80000,0.20000
rare_mode_recovery,no_mode_diversity,3,10,0.10000,0.00000,0.90000,0.85433,0.06519,0.90000,0.10000
rare_mode_recovery,no_mode_diversity,4,10,0.10000,0.00000,0.90000,0.85575,0.06155,0.90000,0.10000
rare_mode_recovery,no_mode_diversity,5,10,0.10000,0.00000,0.90000,0.83291,0.06356,0.90000,0.10000
rare_mode_recovery,no_mode_diversity,6,10,0.20000,0.00000,0.80000,0.77807,0.05908,0.80000,0.20000
rare_mode_recovery,no_mode_diversity,7,10,0.30000,0.00000,0.70000,0.76998,0.06098,0.70000,0.30000
rare_mode_recovery,no_energy_gradient,0,10,1.00000,0.00000,0.00000,0.43993,0.00660,0.00000,1.00000
rare_mode_recovery,no_energy_gradient,1,10,1.00000,0.00000,0.00000,0.44015,0.00630,0.00000,1.00000
rare_mode_recovery,no_energy_gradient,2,10,1.00000,0.00000,0.00000,0.43908,0.00767,0.00000,1.00000
rare_mode_recovery,no_energy_gradient,3,10,1.00000,0.00000,0.00000,0.43751,0.00687,0.00000,1.00000
rare_mode_recovery,no_energy_gradient,4,10,1.00000,0.00000,0.00000,0.43983,0.00715,0.00000,1.00000
rare_mode_recovery,no_energy_gradient,5,10,1.00000,0.00000,0.00000,0.43987,0.00713,0.00000,1.00000
rare_mode_recovery,no_energy_gradient,6,10,1.00000,0.00000,0.00000,0.43897,0.00675,0.00000,1.00000
rare_mode_recovery,no_energy_gradient,7,10,1.00000,0.00000,0.00000,0.43721,0.00645,0.00000,1.00000
rare_mode_recovery,no_prior_score,0,10,1.00000,0.00000,0.00000,0.43600,0.00977,0.00000,1.00000
rare_mode_recovery,no_prior_score,1,10,1.00000,0.00000,0.00000,0.43609,0.01099,0.00000,1.00000
rare_mode_recovery,no_prior_score,2,10,1.00000,0.00000,0.00000,0.43538,0.01089,0.00000,1.00000
rare_mode_recovery,no_prior_score,3,10,1.00000,0.00000,0.00000,0.43352,0.01126,0.00000,1.00000
rare_mode_recovery,no_prior_score,4,10,1.00000,0.00000,0.00000,0.43594,0.01080,0.00000,1.00000
rare_mode_recovery,no_prior_score,5,10,1.00000,0.00000,0.00000,0.43571,0.01069,0.00000,1.00000
rare_mode_recovery,no_prior_score,6,10,1.00000,0.00000,0.00000,0.43545,0.01021,0.00000,1.00000
rare_mode_recovery,no_prior_score,7,10,1.00000,0.00000,0.00000,0.43323,0.01142,0.00000,1.00000
rare_mode_recovery,rerank_only,0,10,0.50000,0.50000,0.00000,3.24208,0.00498,0.50000,0.50000
rare_mode_recovery,rerank_only,1,10,0.40000,0.60000,0.00000,4.42960,0.00462,0.60000,0.40000
rare_mode_recovery,rerank_only,2,10,0.30000,0.70000,0.00000,4.25740,0.00505,0.70000,0.30000
rare_mode_recovery,rerank_only,3,10,0.20000,0.80000,0.00000,5.17228,0.00442,0.80000,0.20000
rare_mode_recovery,rerank_only,4,10,0.10000,0.90000,0.00000,5.35747,0.00477,0.90000,0.10000
rare_mode_recovery,rerank_only,5,10,0.10000,0.90000,0.00000,5.28182,0.00493,0.90000,0.10000
rare_mode_recovery,rerank_only,6,10,0.30000,0.70000,0.00000,4.42409,0.00475,0.70000,0.30000
rare_mode_recovery,rerank_only,7,10,0.20000,0.80000,0.00000,5.29877,0.00484,0.80000,0.20000
rare_mode_recovery,sample_count_only,0,10,0.40000,0.00000,0.60000,0.68351,0.04080,0.60000,0.40000
rare_mode_recovery,sample_count_only,1,10,0.50000,0.00000,0.50000,0.65647,0.04177,0.50000,0.50000
rare_mode_recovery,sample_count_only,2,10,0.60000,0.00000,0.40000,0.65782,0.03697,0.40487,0.50000
rare_mode_recovery,sample_count_only,3,10,0.20000,0.00000,0.80000,0.80970,0.06322,0.80000,0.20000
rare_mode_recovery,sample_count_only,4,10,0.30000,0.00000,0.70000,0.77321,0.05297,0.70000,0.30000
rare_mode_recovery,sample_count_only,5,10,0.30000,0.10000,0.70000,0.77259,0.05723,0.70432,0.20000
rare_mode_recovery,sample_count_only,6,10,0.40000,0.00000,0.60000,0.71497,0.04636,0.60000,0.40000
rare_mode_recovery,sample_count_only,7,10,0.50000,0.10000,0.50000,0.69526,0.04195,0.50000,0.50000
rare_mode_recovery,optimizer_handoff,0,10,1.00000,0.00000,0.00000,0.43644,0.00912,0.00000,1.00000
rare_mode_recovery,optimizer_handoff,1,10,1.00000,0.00000,0.00000,0.43689,0.00943,0.00000,1.00000
rare_mode_recovery,optimizer_handoff,2,10,1.00000,0.00000,0.00000,0.43609,0.00920,0.00000,1.00000
rare_mode_recovery,optimizer_handoff,3,10,1.00000,0.00000,0.00000,0.43449,0.00882,0.00000,1.00000
rare_mode_recovery,optimizer_handoff,4,10,1.00000,0.00000,0.00000,0.43635,0.00958,0.00000,1.00000
rare_mode_recovery,optimizer_handoff,5,10,1.00000,0.00000,0.00000,0.43652,0.00924,0.00000,1.00000
rare_mode_recovery,optimizer_handoff,6,10,1.00000,0.00000,0.00000,0.43570,0.00916,0.00000,1.00000
rare_mode_recovery,optimizer_handoff,7,10,1.00000,0.00000,0.00000,0.43401,0.00950,0.00000,1.00000
